"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",22,1,5,17,12,14,12,9,1,7,1,8,1,8,24,11
"2",7,24,24,12,2,12,13,1,3,24,24,14,12,11,1,4
"3",9,4,17,21,16,18,15,13,12,23,20,22,7,2,20,24
"4",5,17,14,4,14,7,4,11,2,20,11,6,22,10,19,21
"5",3,11,1,18,22,3,19,21,6,14,13,10,9,6,15,3
"6",15,7,22,8,6,23,11,16,17,13,5,12,23,7,18,1
"7",4,9,4,14,15,20,9,10,24,10,15,24,21,22,3,6
"8",10,21,3,15,9,9,20,12,15,2,6,17,18,4,9,20
"9",20,14,2,11,1,16,2,24,19,17,10,16,11,24,23,23
"10",2,5,12,5,5,1,18,4,9,6,8,20,13,20,21,14
"11",24,12,21,1,24,15,1,6,11,1,16,18,19,5,13,9
"12",16,16,6,20,11,22,24,3,7,18,21,13,24,18,14,15
"13",21,20,10,2,7,8,21,14,23,15,18,23,5,13,16,5
"14",18,8,23,9,13,13,22,15,5,4,14,2,8,19,6,22
"15",13,13,18,16,10,4,5,17,8,21,2,19,2,21,8,7
"16",17,22,16,13,21,6,16,18,14,9,23,5,20,23,22,10
"17",14,6,7,7,20,5,6,5,16,12,22,15,6,9,5,19
"18",23,23,13,24,19,24,10,19,4,11,9,21,14,12,7,18
"19",12,3,9,3,18,17,23,23,13,22,7,7,17,14,2,8
"20",1,19,19,10,23,19,17,8,20,16,3,9,4,16,10,17
"21",19,10,15,22,4,2,14,7,21,19,12,3,16,3,4,13
"22",6,2,20,19,8,10,3,22,22,8,19,11,15,15,12,16
"23",11,15,11,23,17,11,7,2,18,3,4,1,10,17,17,2
"24",8,18,8,6,3,21,8,20,10,5,17,4,3,1,11,12
