"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",5,16,8,23,15,21,6,11,4,21,25,24,22,27,19,20,17,26
"2",25,22,5,21,6,8,23,9,6,24,12,16,4,5,13,18,22,10
"3",14,24,17,14,19,1,18,1,1,12,23,29,16,6,1,28,13,1
"4",29,2,27,18,3,24,9,4,17,13,24,8,13,22,14,23,23,6
"5",21,8,12,26,17,27,24,10,20,4,3,20,26,13,16,27,7,9
"6",12,28,25,28,10,14,1,27,9,18,18,18,7,17,28,26,6,12
"7",22,6,22,13,11,25,5,16,2,8,10,11,3,7,24,11,12,25
"8",23,20,28,16,26,12,26,25,26,11,13,15,20,29,11,21,11,27
"9",26,23,2,11,18,23,14,21,18,22,11,26,18,20,25,9,3,4
"10",28,13,13,1,24,11,4,19,15,17,2,28,2,18,3,24,20,20
"11",9,15,24,24,13,9,16,15,22,7,9,23,6,25,7,6,26,3
"12",13,21,11,5,27,29,7,22,23,6,26,17,10,4,20,16,27,11
"13",4,17,23,8,21,22,21,12,21,23,21,5,5,9,8,22,4,17
"14",19,14,16,12,5,4,2,14,28,27,27,13,25,24,4,12,5,8
"15",7,4,15,25,25,26,25,23,3,26,15,10,17,19,2,10,25,14
"16",6,10,21,9,1,17,29,7,25,16,7,27,19,1,27,15,19,13
"17",2,25,10,10,9,2,22,17,16,5,16,9,27,23,26,25,24,22
"18",15,12,7,15,7,19,15,29,29,28,6,1,9,15,17,29,29,29
"19",8,7,9,6,12,7,10,24,10,14,8,6,21,11,10,19,10,5
"20",20,9,6,4,22,15,27,13,8,9,22,2,8,26,29,2,15,7
"21",11,26,14,2,4,28,19,3,11,19,4,14,11,28,12,7,9,23
"22",16,19,20,22,28,6,11,8,7,1,5,3,15,21,23,17,1,18
"23",17,27,3,29,16,18,3,5,24,10,14,4,23,10,5,8,21,19
"24",10,1,1,19,8,13,28,20,14,2,29,25,12,8,6,14,2,24
"25",3,29,29,20,23,16,8,18,13,29,1,12,29,2,15,1,14,2
"26",24,18,19,7,2,20,13,28,5,3,20,22,28,14,9,3,18,16
"27",1,5,4,17,29,3,12,2,27,15,17,21,1,16,18,4,8,15
"28",18,3,26,3,20,10,17,6,12,25,19,19,24,12,22,13,28,28
"29",27,11,18,27,14,5,20,26,19,20,28,7,14,3,21,5,16,21
