"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",4,16,17,10,7,6,9,1,17,4,14,22,3,13,6,2,12,9,2
"2",9,19,4,8,10,13,11,19,7,20,16,19,15,21,17,16,16,20,4
"3",11,2,13,3,17,5,19,17,2,6,7,13,9,12,22,5,5,17,3
"4",19,17,18,19,9,17,16,6,11,7,8,21,20,4,16,10,4,18,10
"5",8,10,5,20,11,10,18,3,8,15,2,16,4,15,2,15,2,12,21
"6",15,13,16,6,5,18,8,10,5,16,4,7,5,17,15,3,21,16,16
"7",3,9,22,14,4,2,21,21,10,11,10,10,21,18,18,9,15,5,19
"8",6,3,6,16,8,8,3,16,15,3,5,5,6,1,12,11,17,21,11
"9",10,22,1,18,21,12,10,13,9,9,19,8,2,7,19,1,8,2,15
"10",1,14,2,9,20,20,5,22,21,13,3,14,19,11,9,8,7,14,9
"11",7,15,14,2,14,9,4,11,3,8,9,17,18,5,7,18,19,3,18
"12",17,8,19,15,13,19,6,18,6,18,15,9,8,2,5,13,6,6,1
"13",20,1,15,22,16,11,2,14,19,14,22,20,12,20,14,7,13,10,22
"14",5,6,12,21,2,21,13,12,4,5,20,2,17,16,10,21,9,13,6
"15",13,4,3,4,3,16,20,7,14,12,18,15,13,3,4,4,18,8,8
"16",22,18,11,12,18,22,22,15,13,1,11,12,1,22,1,19,22,11,12
"17",12,21,20,17,22,7,17,8,22,19,6,4,14,14,11,14,20,7,5
"18",21,12,7,13,15,4,12,5,1,17,17,3,22,10,3,6,14,22,13
"19",14,7,8,5,12,14,7,2,20,2,12,1,16,19,21,12,1,4,14
"20",18,11,9,11,1,1,1,9,12,22,1,18,10,9,20,22,10,1,7
"21",2,5,21,1,19,15,14,4,16,21,13,11,7,8,13,20,11,19,17
"22",16,20,10,7,6,3,15,20,18,10,21,6,11,6,8,17,3,15,20
