"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,7,13,11,17,15,3,16,7,6,12,10,11,15
"2",14,13,11,12,5,4,14,12,12,5,11,13,2,13
"3",17,8,7,9,9,16,17,10,3,17,10,17,17,1
"4",4,15,12,14,12,7,4,9,15,15,3,15,13,9
"5",13,4,15,15,8,13,9,5,5,3,2,12,6,6
"6",3,2,9,10,15,10,15,6,16,7,7,3,3,3
"7",16,12,2,16,13,2,10,17,8,9,5,1,10,4
"8",12,17,17,4,2,17,5,13,17,10,9,8,7,2
"9",6,10,3,8,1,5,2,4,11,2,8,11,16,5
"10",9,3,14,7,3,6,13,14,6,13,4,4,15,12
"11",7,14,5,1,7,14,16,7,10,8,1,7,12,16
"12",8,1,1,5,10,11,11,15,14,1,16,16,9,10
"13",15,16,10,6,14,9,8,3,2,4,14,6,14,11
"14",11,5,8,17,6,8,1,1,13,16,13,2,8,17
"15",10,6,6,3,16,3,6,8,1,11,6,14,5,14
"16",5,11,4,13,4,12,7,11,4,12,15,5,4,8
"17",1,9,16,2,11,1,12,2,9,14,17,9,1,7
