"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",24,7,1,22,10,13,11,2
"2",12,5,23,4,19,3,18,15
"3",7,9,13,20,17,15,19,22
"4",3,24,15,9,11,5,12,20
"5",19,2,9,8,15,23,15,5
"6",21,20,21,21,16,2,1,11
"7",14,21,2,1,24,16,13,24
"8",15,3,16,24,2,6,23,4
"9",22,6,14,10,22,18,5,9
"10",13,12,19,7,1,22,2,21
"11",6,17,7,5,18,7,4,3
"12",5,1,22,12,4,14,8,14
"13",23,18,11,6,5,9,20,17
"14",4,15,10,23,21,24,9,16
"15",10,4,4,17,14,10,3,18
"16",1,11,20,16,23,8,14,6
"17",2,8,5,2,8,20,24,12
"18",11,22,12,19,6,17,6,7
"19",17,23,6,15,20,12,22,13
"20",9,19,18,13,13,21,21,1
"21",20,16,24,18,9,19,16,19
"22",18,10,8,14,7,4,7,23
"23",16,13,17,3,12,11,10,10
"24",8,14,3,11,3,1,17,8
