"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,1,22,7,12,9,3,25,16,23,13,6,21,12
"2",1,27,13,27,1,16,14,1,17,17,15,19,27,1
"3",2,12,3,14,9,19,8,26,9,21,3,16,3,20
"4",16,18,21,22,26,11,16,2,6,22,4,5,9,10
"5",24,4,25,3,21,17,13,7,15,15,23,10,4,19
"6",12,19,2,2,6,15,5,5,27,10,9,3,14,15
"7",5,23,16,10,25,24,26,15,23,13,7,9,2,7
"8",8,17,17,1,3,12,27,13,7,27,22,20,17,23
"9",25,25,12,11,8,8,6,17,2,19,25,14,12,6
"10",22,16,18,18,23,23,9,22,26,25,16,18,15,16
"11",19,21,24,17,10,1,1,6,11,2,17,21,1,11
"12",10,14,19,13,18,21,7,9,8,7,21,2,24,3
"13",23,10,8,26,20,13,2,14,19,4,2,13,18,8
"14",7,20,5,23,24,2,10,18,12,14,27,8,22,22
"15",11,2,14,24,16,26,4,12,4,16,10,24,8,27
"16",13,13,27,4,17,3,22,21,18,18,1,22,13,2
"17",9,5,4,20,14,7,20,8,25,26,18,12,6,5
"18",26,22,6,6,15,22,18,10,13,24,6,26,23,14
"19",17,7,7,5,2,25,15,20,10,1,14,7,10,4
"20",20,11,10,16,11,27,24,3,20,20,24,4,19,26
"21",3,9,11,8,22,4,19,4,3,6,12,17,16,17
"22",14,26,26,19,13,18,21,19,1,3,8,11,20,21
"23",21,3,1,15,27,14,25,24,5,11,19,23,26,9
"24",18,6,20,12,4,5,11,11,24,12,5,15,25,24
"25",15,24,9,9,19,10,12,27,22,5,20,27,7,25
"26",4,8,23,21,7,20,17,16,21,9,26,25,11,13
"27",27,15,15,25,5,6,23,23,14,8,11,1,5,18
