"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,6,11,14,17,8,1,5,12,15
"2",5,5,16,9,5,3,6,15,6,11
"3",13,14,17,7,13,9,5,1,10,2
"4",3,3,12,5,12,15,10,8,2,4
"5",1,11,7,10,2,12,14,17,9,1
"6",11,2,6,13,11,4,15,2,8,10
"7",4,13,3,6,9,2,11,6,17,17
"8",15,8,14,11,4,17,12,4,16,8
"9",6,16,5,12,14,16,7,11,11,9
"10",7,9,4,1,6,11,2,3,4,7
"11",16,12,9,15,10,1,3,13,1,5
"12",17,17,10,3,1,6,9,7,7,12
"13",14,7,2,8,16,10,13,12,3,13
"14",12,1,8,4,8,14,4,16,15,14
"15",9,15,15,16,7,13,17,9,5,16
"16",8,10,13,2,15,5,16,14,14,6
"17",10,4,1,17,3,7,8,10,13,3
