"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",5,12,2,19,3,2,18,23,12,13,24,13,23,1,16,2,10,20,6,18
"2",15,17,12,25,21,21,25,22,4,20,16,3,4,24,6,26,20,21,7,14
"3",6,1,1,12,18,1,26,4,28,1,10,1,12,17,13,15,26,10,14,13
"4",12,16,18,20,23,3,9,10,21,19,2,22,9,2,18,27,21,4,20,19
"5",17,10,27,26,5,15,17,3,26,6,14,26,3,26,23,6,13,18,18,22
"6",2,22,14,24,8,24,21,14,20,8,9,7,27,13,8,20,9,2,19,24
"7",4,6,22,5,25,13,13,8,5,16,8,10,6,4,5,11,5,25,13,23
"8",18,14,7,8,22,17,19,6,25,21,20,25,26,5,10,19,6,11,4,5
"9",7,28,15,28,24,7,11,13,11,2,15,27,18,15,27,17,16,27,5,1
"10",20,24,26,9,27,5,20,18,8,15,4,4,24,25,19,13,11,15,21,7
"11",23,3,8,16,28,16,15,17,19,17,22,6,14,20,26,7,24,1,2,25
"12",14,26,24,13,1,8,2,27,27,27,13,9,15,8,9,25,14,14,1,27
"13",25,15,4,18,11,11,8,20,24,10,7,5,7,12,22,23,2,23,12,4
"14",9,2,23,23,17,27,27,21,17,24,21,14,8,6,25,14,8,16,24,3
"15",3,21,28,17,15,12,5,16,23,23,25,21,28,22,2,10,25,22,15,11
"16",26,19,20,21,19,20,3,5,2,5,23,8,21,7,20,9,15,9,11,15
"17",8,13,9,14,26,19,4,26,15,4,6,18,2,19,7,5,12,8,27,6
"18",13,11,10,2,16,28,1,7,13,12,5,15,25,28,28,22,27,17,10,28
"19",21,20,21,3,7,4,24,12,16,11,17,16,5,10,3,4,23,7,9,2
"20",11,5,25,10,6,23,10,15,1,9,27,20,13,23,15,24,7,3,8,8
"21",27,25,17,15,14,26,22,2,14,28,3,19,10,21,14,1,3,28,3,16
"22",24,8,19,4,20,9,23,25,22,7,26,17,19,18,12,21,17,24,25,20
"23",1,27,6,1,9,14,14,1,9,18,28,12,1,14,21,28,18,12,28,12
"24",16,7,13,7,4,22,7,9,18,25,12,2,22,11,17,3,19,26,23,9
"25",22,9,3,27,13,6,6,11,10,26,18,11,16,27,4,16,4,6,26,17
"26",28,4,16,22,2,18,16,28,7,14,1,28,17,9,1,18,28,13,17,10
"27",19,23,5,11,12,25,12,19,6,3,19,23,11,3,11,12,22,19,22,26
"28",10,18,11,6,10,10,28,24,3,22,11,24,20,16,24,8,1,5,16,21
