"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",5,11,21,16,1,13,21,11,10,21,1,10,1,2
"2",19,7,16,12,5,5,7,5,12,16,17,4,10,6
"3",21,10,20,17,17,16,5,17,16,6,12,7,18,14
"4",12,1,14,9,19,6,18,1,21,7,7,9,21,4
"5",18,15,1,20,13,1,20,10,20,10,16,14,7,10
"6",13,2,10,19,11,20,1,21,3,15,21,15,13,1
"7",20,9,13,6,8,17,17,13,5,2,6,17,9,8
"8",7,3,19,18,10,7,10,7,6,8,9,20,6,15
"9",9,4,6,8,9,14,19,18,17,17,13,2,5,13
"10",16,19,4,11,16,15,11,8,7,18,11,21,20,5
"11",11,12,3,15,7,12,14,2,2,1,15,6,15,19
"12",14,5,2,4,3,2,8,16,8,12,2,11,19,16
"13",15,20,15,10,2,10,12,20,15,5,20,18,2,18
"14",17,14,12,1,21,11,2,9,1,13,8,3,4,21
"15",8,18,7,13,14,4,3,19,9,3,4,5,8,7
"16",2,8,9,14,20,3,13,14,14,20,10,16,12,20
"17",1,21,11,21,4,21,15,6,13,11,5,1,17,12
"18",6,13,8,3,6,9,4,12,18,9,14,19,16,3
"19",3,6,5,2,18,19,9,4,11,4,18,12,3,9
"20",10,16,17,7,12,18,6,3,19,19,3,13,11,17
"21",4,17,18,5,15,8,16,15,4,14,19,8,14,11
