"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",10,20,16,11,21,27,7,1,15,2,23,24,4
"2",15,9,11,26,9,16,22,3,24,21,25,25,27
"3",9,16,7,4,5,9,12,17,21,4,18,5,26
"4",3,10,25,14,4,21,16,6,2,6,6,21,22
"5",5,13,15,8,13,17,3,24,4,19,24,8,13
"6",25,12,19,18,6,5,4,5,26,12,15,12,6
"7",24,19,8,19,17,22,5,15,6,22,4,28,25
"8",14,17,22,3,28,23,21,8,5,23,17,15,9
"9",7,5,17,21,26,11,11,11,20,16,11,27,11
"10",21,18,24,25,1,8,10,21,10,28,22,22,14
"11",29,1,20,28,15,25,13,28,12,13,19,1,21
"12",11,4,29,20,18,6,20,13,7,1,26,10,19
"13",19,3,13,6,10,28,9,12,29,29,9,16,18
"14",18,11,18,12,22,3,23,23,18,26,7,6,23
"15",12,23,28,23,8,24,8,22,22,18,5,7,2
"16",8,2,6,16,2,13,27,29,13,24,2,14,5
"17",20,25,14,27,14,10,25,9,3,5,8,4,3
"18",17,26,23,15,27,14,2,27,28,7,28,17,24
"19",27,28,26,7,20,12,15,2,14,20,12,11,28
"20",2,29,9,17,23,20,17,14,27,27,21,2,8
"21",4,14,12,24,25,29,28,20,9,10,14,13,29
"22",16,8,2,1,24,15,6,4,11,9,3,3,15
"23",28,7,5,9,29,1,14,18,1,17,29,20,1
"24",26,15,3,22,19,18,19,25,23,3,10,18,12
"25",23,6,27,5,11,19,29,19,17,8,20,29,7
"26",22,22,4,13,3,26,24,10,19,15,27,9,16
"27",6,24,1,29,12,2,1,7,16,25,16,19,20
"28",1,21,21,2,16,7,26,16,25,14,1,23,17
"29",13,27,10,10,7,4,18,26,8,11,13,26,10
