"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,3,3,1,2,2,1,3,1
"2",1,1,2,3,3,3,3,2,2
"3",2,1,1,1,3,2,3,3,1
"4",3,3,1,2,1,2,1,1,2
"5",3,3,2,3,2,3,3,1,1
"6",1,2,3,2,1,3,1,1,1
"7",3,1,3,1,1,3,2,2,1
"8",2,3,3,3,2,3,1,2,2
"9",3,1,2,1,1,1,1,2,3
"10",1,1,1,3,1,2,1,3,2
"11",1,3,3,3,1,2,3,2,3
"12",3,1,1,3,2,1,2,1,1
"13",1,3,2,1,1,1,2,3,2
"14",2,2,2,3,1,2,3,3,1
"15",2,1,3,2,2,1,1,3,3
"16",1,3,1,2,2,1,3,2,1
"17",3,3,2,2,3,1,3,3,3
"18",1,3,2,1,3,3,2,1,3
"19",2,2,2,3,1,1,2,1,2
"20",2,3,1,1,1,3,2,3,2
"21",2,3,1,3,3,1,1,2,3
"22",2,2,2,1,3,1,1,1,1
"23",2,2,3,1,2,3,3,3,3
"24",2,2,2,2,2,2,2,2,3
"25",3,1,3,3,3,2,2,1,3
"26",1,2,3,3,3,1,2,3,1
"27",3,1,2,2,3,3,1,3,2
"28",2,1,1,2,1,3,3,1,3
"29",1,1,3,1,2,1,3,1,2
"30",3,2,1,3,2,3,2,3,3
"31",2,3,3,2,3,2,2,1,2
"32",3,2,1,1,3,2,3,2,2
"33",1,1,2,2,2,2,2,2,1
"34",1,2,1,1,2,2,1,1,3
"35",1,2,1,2,3,3,1,2,1
"36",3,2,3,2,1,1,3,2,2
