"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,1,1,3,1,2
"2",1,3,2,1,2,1,3
"3",3,1,2,1,1,3,3
"4",3,3,3,1,2,2,3
"5",3,1,2,3,3,1,3
"6",1,1,1,1,1,1,2
"7",2,1,1,3,1,3,1
"8",3,1,2,2,2,1,1
"9",2,3,2,1,3,2,1
"10",3,2,1,2,1,2,1
"11",2,2,3,1,1,1,1
"12",1,3,2,2,1,2,2
"13",3,2,2,3,1,3,2
"14",2,1,3,3,2,1,2
"15",2,1,1,2,3,2,2
"16",1,2,3,2,3,1,3
"17",2,2,2,2,2,1,1
"18",2,3,1,2,1,1,3
"19",3,2,3,3,3,2,1
"20",2,3,1,3,2,3,3
"21",1,1,2,2,3,3,1
"22",1,2,1,1,3,3,3
"23",2,2,3,2,2,3,3
"24",1,3,1,3,3,1,1
"25",1,2,2,3,2,3,2
"26",1,3,3,2,1,3,1
"27",2,1,3,1,3,3,2
"28",2,3,2,3,3,2,3
"29",1,1,3,1,2,2,1
"30",3,1,1,2,2,2,3
"31",1,2,1,3,2,2,2
"32",3,3,3,3,1,1,2
"33",2,2,2,1,1,2,2
"34",1,1,3,3,1,2,3
"35",3,3,3,2,3,3,2
"36",3,3,1,1,2,3,1
