"","V1","V2","V3","V4","V5","V6"
"1",3,3,2,1,3,1
"2",2,3,3,3,1,2
"3",2,1,2,1,3,2
"4",1,3,2,3,1,1
"5",1,2,3,3,2,2
"6",1,1,3,2,1,3
"7",1,3,3,1,2,2
"8",2,2,1,2,2,3
"9",1,1,1,2,2,1
"10",1,2,2,1,1,3
"11",2,3,1,2,1,3
"12",2,3,2,2,2,2
"13",2,2,1,2,3,1
"14",3,3,1,3,2,1
"15",3,2,2,3,1,3
"16",1,2,1,1,1,1
"17",3,1,1,1,2,3
"18",3,1,2,2,1,1
"19",3,3,1,1,1,2
"20",3,2,3,2,1,2
"21",3,3,3,2,3,3
"22",1,1,2,3,3,3
"23",3,2,1,3,3,2
"24",2,1,3,1,1,1
"25",2,1,3,3,3,1
"26",1,1,1,1,3,2
"27",3,2,3,1,2,1
"28",2,1,1,3,1,2
"29",2,2,2,3,2,1
"30",1,3,3,2,3,1
"31",1,2,2,2,2,2
"32",2,3,2,1,2,3
"33",1,3,1,3,3,3
"34",2,2,3,1,3,3
"35",3,1,3,3,2,3
"36",3,1,2,2,3,2
