"","V1","V2","V3","V4","V5"
"1",3,2,3,2,1
"2",2,2,1,1,2
"3",3,3,2,1,3
"4",2,1,2,1,3
"5",3,2,1,3,2
"6",3,1,3,3,3
"7",3,2,2,2,3
"8",1,2,2,3,1
"9",1,2,1,3,3
"10",2,2,3,2,2
"11",2,1,3,1,1
"12",2,1,2,2,2
"13",3,3,3,1,2
"14",3,2,1,1,1
"15",3,3,1,2,2
"16",1,1,1,2,3
"17",2,3,3,3,3
"18",3,1,3,2,1
"19",2,3,1,2,1
"20",1,2,3,1,3
"21",3,1,2,3,2
"22",2,3,2,1,1
"23",1,3,3,3,1
"24",1,1,1,2,1
"25",1,1,3,1,2
"26",1,2,2,1,1
"27",1,3,3,2,3
"28",2,2,3,3,2
"29",2,3,1,3,3
"30",3,1,1,1,3
"31",1,3,2,2,2
"32",1,1,2,3,2
"33",3,3,2,3,1
"34",1,3,1,1,2
"35",2,1,1,3,1
"36",2,2,2,2,3
