"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,2,3,1,2,2,1
"2",2,2,2,1,3,1,3,3
"3",3,2,3,1,3,3,2,3
"4",2,1,3,3,1,1,2,3
"5",3,3,2,1,2,3,3,2
"6",2,2,3,3,2,2,3,1
"7",3,3,3,3,3,2,2,2
"8",1,1,3,1,2,3,2,1
"9",3,2,1,2,2,2,2,2
"10",3,3,1,2,1,1,2,3
"11",1,2,1,2,3,2,2,2
"12",1,1,2,1,1,2,3,2
"13",3,2,2,3,3,1,1,3
"14",2,1,1,1,3,2,1,1
"15",1,3,2,1,3,1,2,1
"16",1,2,2,3,2,3,2,1
"17",3,1,3,2,3,2,3,1
"18",2,3,3,1,1,2,1,2
"19",2,1,2,2,2,1,2,2
"20",2,3,3,3,3,3,1,2
"21",1,3,3,2,2,1,3,3
"22",2,2,2,2,2,2,1,3
"23",1,2,3,2,1,1,1,1
"24",1,3,1,1,2,2,1,3
"25",1,1,2,2,3,3,1,3
"26",3,1,3,1,2,1,1,2
"27",2,3,1,2,3,3,3,1
"28",2,1,1,1,1,3,2,3
"29",3,3,2,2,1,3,1,1
"30",1,3,2,3,1,2,3,3
"31",3,2,1,1,1,1,3,1
"32",1,1,1,3,3,1,3,2
"33",2,2,3,2,1,3,3,2
"34",1,2,1,3,1,3,1,2
"35",3,1,1,3,2,3,3,3
"36",2,3,1,3,2,1,1,1
