"","V1","V2","V3","V4","V5"
"1",1,2,4,1,6
"2",1,4,1,4,5
"3",6,6,2,5,5
"4",4,3,5,2,4
"5",2,1,2,3,4
"6",3,2,3,2,5
"7",5,2,1,5,4
"8",1,2,6,3,3
"9",2,3,2,6,6
"10",4,6,6,2,2
"11",6,3,3,3,6
"12",3,1,5,1,1
"13",6,4,6,1,4
"14",4,2,2,4,1
"15",2,6,3,1,3
"16",4,1,4,6,5
"17",5,5,5,4,3
"18",2,4,5,2,5
"19",1,6,5,6,4
"20",1,1,3,5,2
"21",5,5,3,6,1
"22",1,5,2,2,1
"23",6,1,1,2,3
"24",2,5,4,4,2
"25",5,1,6,4,6
"26",3,4,1,6,3
"27",3,3,3,4,4
"28",5,3,2,1,2
"29",6,4,4,3,1
"30",6,2,5,6,2
"31",3,6,1,3,2
"32",4,4,4,5,3
"33",3,5,6,5,6
"34",5,6,4,3,5
"35",2,3,6,5,1
"36",4,5,1,1,6
