"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,4,5,6,6,2,6,4,3,1
"2",2,1,6,2,5,5,5,4,1,3
"3",1,5,3,4,1,3,4,2,1,1
"4",5,4,4,3,2,6,6,3,1,6
"5",4,1,1,5,1,5,2,3,4,1
"6",3,6,3,1,1,5,3,6,2,3
"7",5,3,2,3,6,4,1,6,2,1
"8",4,2,2,1,3,6,4,4,5,6
"9",1,2,2,4,3,1,6,5,2,3
"10",1,4,6,1,2,4,1,3,5,4
"11",6,1,3,1,4,3,6,5,3,4
"12",5,1,3,4,6,2,3,3,6,5
"13",6,3,4,4,1,1,1,4,3,6
"14",2,2,4,1,4,2,3,1,4,1
"15",1,4,4,2,6,3,2,6,4,6
"16",2,1,5,5,3,4,1,2,2,5
"17",6,2,6,3,6,6,3,2,4,3
"18",4,3,5,5,4,5,5,6,6,5
"19",2,4,3,6,4,1,1,2,6,3
"20",5,2,4,6,1,3,5,1,5,3
"21",2,5,2,3,1,2,5,5,6,5
"22",5,6,1,2,3,1,5,3,3,2
"23",4,5,5,1,5,1,4,2,2,5
"24",4,6,4,4,5,6,1,5,5,2
"25",1,3,5,6,2,6,3,5,3,2
"26",6,5,5,2,3,3,2,4,6,1
"27",3,2,1,6,5,3,3,4,1,6
"28",3,3,1,2,5,4,6,2,6,2
"29",5,6,6,5,4,2,2,5,1,4
"30",3,6,6,4,3,4,6,1,4,6
"31",1,6,2,5,6,5,4,3,5,4
"32",4,3,2,2,2,2,2,1,1,4
"33",2,5,1,3,4,6,2,1,3,5
"34",6,4,3,5,5,5,5,1,2,2
"35",6,5,1,6,2,4,4,6,4,4
"36",3,1,6,3,2,1,4,6,5,2
