"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,5,3,5,6,1,6,4,2
"2",2,1,4,2,4,1,2,1,3
"3",4,3,1,4,1,1,3,3,5
"4",6,3,3,1,5,5,2,2,1
"5",6,6,5,5,3,2,1,4,5
"6",1,4,4,5,3,6,5,3,1
"7",6,2,2,2,3,2,5,2,6
"8",4,5,4,6,1,5,2,6,1
"9",1,4,6,4,6,2,1,3,3
"10",4,5,4,3,6,6,3,1,6
"11",3,5,6,1,4,1,4,5,6
"12",6,3,5,4,4,6,6,6,5
"13",5,1,4,6,6,4,4,3,5
"14",2,3,2,5,5,5,1,5,6
"15",1,6,3,3,5,3,6,2,5
"16",5,4,5,3,2,1,4,2,1
"17",3,1,6,5,2,6,3,2,4
"18",3,1,2,3,5,2,5,5,1
"19",4,3,6,6,5,3,5,1,2
"20",4,1,1,3,4,6,1,4,2
"21",3,4,3,1,2,4,1,1,5
"22",2,2,5,1,6,5,5,4,4
"23",3,4,1,6,2,4,6,4,6
"24",1,2,3,6,3,1,4,6,4
"25",1,6,2,2,2,6,4,5,3
"26",5,6,6,2,1,5,5,3,4
"27",6,5,1,4,4,5,4,1,3
"28",2,2,2,4,1,4,6,1,2
"29",3,6,2,6,4,2,2,2,4
"30",2,5,1,1,3,3,3,3,1
"31",1,2,5,3,1,3,2,4,6
"32",4,3,4,1,2,2,6,6,3
"33",5,2,6,2,3,4,1,5,2
"34",5,4,1,2,6,3,2,6,4
"35",2,6,5,4,5,4,3,6,2
"36",6,1,3,5,1,3,3,5,3
