"","V1","V2","V3","V4","V5","V6"
"1",1,6,5,3,1,5
"2",2,5,4,5,2,1
"3",4,1,3,5,6,2
"4",1,3,1,2,4,1
"5",4,2,3,1,5,5
"6",1,2,5,6,3,2
"7",6,6,3,2,2,4
"8",3,6,2,5,3,5
"9",5,4,5,1,3,1
"10",6,2,4,2,4,3
"11",4,6,3,6,4,1
"12",4,4,1,4,2,6
"13",5,5,2,1,4,6
"14",3,5,1,2,1,2
"15",5,5,6,6,4,5
"16",2,6,6,1,5,2
"17",2,1,6,4,4,4
"18",6,4,2,3,6,2
"19",5,6,1,4,5,3
"20",3,2,6,2,3,6
"21",5,1,4,3,1,5
"22",6,3,5,5,5,6
"23",1,5,4,4,6,6
"24",3,3,4,6,6,3
"25",2,3,3,6,1,6
"26",3,3,4,1,2,4
"27",6,1,1,6,3,4
"28",2,2,1,3,6,5
"29",6,3,6,4,2,2
"30",4,4,6,5,1,3
"31",4,5,5,2,6,4
"32",5,2,2,4,1,1
"33",1,4,2,5,5,4
"34",1,1,2,1,2,3
"35",3,1,5,3,5,1
"36",2,4,3,3,3,3
