"","V1","V2","V3","V4","V5","V6","V7"
"1",4,5,4,3,6,5,2
"2",6,4,2,5,3,2,2
"3",5,2,1,4,6,3,1
"4",3,5,2,6,6,6,5
"5",4,1,2,4,1,5,3
"6",1,1,3,5,6,2,4
"7",2,2,3,6,2,5,2
"8",2,2,4,1,3,1,4
"9",6,1,4,2,3,4,1
"10",2,3,3,4,4,3,5
"11",1,6,5,4,3,6,4
"12",2,1,5,3,4,2,2
"13",1,4,2,1,4,5,1
"14",1,5,1,3,2,1,3
"15",1,4,4,5,1,3,6
"16",5,1,6,5,4,5,5
"17",3,1,1,1,2,4,5
"18",6,3,5,3,1,1,5
"19",6,4,5,6,5,4,4
"20",3,2,4,3,5,6,6
"21",1,3,6,2,6,4,3
"22",6,6,3,4,2,4,6
"23",3,4,6,4,5,1,1
"24",4,5,2,3,4,3,4
"25",2,6,1,5,5,4,2
"26",4,3,5,5,2,6,1
"27",4,6,5,1,6,2,5
"28",3,6,3,2,1,2,1
"29",5,2,2,2,5,1,6
"30",4,3,1,6,3,2,6
"31",5,4,1,2,1,6,4
"32",3,2,6,6,1,3,3
"33",5,5,6,1,2,3,2
"34",6,3,3,1,5,6,3
"35",2,5,6,2,3,5,6
"36",5,6,4,6,4,1,3
