"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,5,4,12,1,1,11,9,15,14,9,17,2,2,3
"2",8,1,9,18,10,18,7,18,10,1,1,10,18,7,1
"3",17,13,3,8,11,15,16,17,13,11,6,4,6,13,5
"4",2,15,5,10,14,9,10,1,5,2,17,7,4,3,8
"5",11,6,13,14,16,12,14,16,6,15,11,5,13,4,13
"6",15,7,14,11,5,11,6,5,14,4,3,6,3,10,15
"7",6,8,7,4,4,10,17,3,3,16,2,13,14,11,7
"8",12,18,15,1,7,17,12,8,8,17,14,9,1,17,9
"9",3,3,18,2,12,3,18,6,11,10,7,8,8,5,17
"10",16,16,6,17,8,2,3,7,4,12,8,2,15,8,11
"11",10,10,12,3,17,4,8,2,16,6,12,3,16,15,4
"12",7,9,1,16,13,14,4,4,12,13,16,14,9,16,14
"13",4,17,11,13,9,8,15,11,17,3,5,18,12,18,12
"14",1,4,8,9,2,16,9,12,1,8,13,1,11,14,18
"15",14,11,2,6,6,6,13,14,9,5,15,15,17,6,16
"16",18,2,10,7,18,7,1,13,18,18,18,12,7,9,10
"17",5,12,17,15,3,5,2,15,7,7,10,11,5,12,6
"18",13,14,16,5,15,13,5,10,2,9,4,16,10,1,2
