"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",6,17,15,7,7,3,13,7,14,10
"2",17,7,13,2,4,8,2,5,7,11
"3",5,6,4,13,5,6,11,17,9,7
"4",9,11,8,11,12,4,4,9,3,8
"5",4,13,5,5,17,15,10,4,6,12
"6",15,9,2,9,14,5,16,2,12,17
"7",7,18,1,18,9,11,1,15,5,18
"8",18,14,9,15,11,9,12,12,17,13
"9",12,1,6,3,1,1,14,13,1,14
"10",1,5,14,8,10,10,15,11,4,1
"11",2,2,10,16,18,2,3,3,16,4
"12",8,8,17,1,13,16,18,18,18,9
"13",10,12,7,17,3,13,17,6,11,3
"14",11,3,16,14,15,12,8,8,8,15
"15",13,16,11,4,16,7,7,16,10,2
"16",3,10,12,10,2,17,6,14,13,16
"17",16,15,18,12,6,18,9,1,2,5
"18",14,4,3,6,8,14,5,10,15,6
