"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",18,18,2,10,11,1,13,2,6
"2",2,17,16,17,3,14,7,10,7
"3",14,7,3,3,9,13,8,9,13
"4",6,10,1,18,18,6,9,17,18
"5",4,12,6,9,4,4,16,12,12
"6",10,3,4,14,2,10,1,1,10
"7",8,6,10,16,8,3,10,7,4
"8",9,14,13,8,10,11,11,18,9
"9",12,16,14,1,7,2,2,14,16
"10",1,4,7,2,13,9,18,15,5
"11",11,5,18,13,14,18,14,13,11
"12",3,8,15,11,12,8,4,4,14
"13",15,15,9,15,16,12,17,6,15
"14",13,11,17,4,1,7,15,5,2
"15",7,13,5,6,15,17,3,8,3
"16",17,9,8,12,5,15,5,16,1
"17",5,1,11,5,6,16,12,3,17
"18",16,2,12,7,17,5,6,11,8
