"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",15,14,12,12,4,14,11,7,8,3,12,13
"2",7,4,8,10,2,11,2,5,4,12,9,7
"3",3,10,14,3,9,3,3,4,9,6,4,12
"4",17,7,15,6,7,9,7,18,1,11,16,17
"5",13,13,4,2,10,13,1,15,15,15,11,11
"6",14,9,11,11,14,7,8,8,16,13,2,3
"7",1,3,13,16,12,15,12,16,5,16,3,10
"8",9,2,16,1,11,12,16,6,17,2,17,6
"9",10,16,9,15,15,4,4,14,2,4,18,9
"10",2,8,2,14,8,16,6,10,12,7,15,4
"11",6,17,5,18,5,10,10,1,18,9,1,16
"12",12,1,3,8,3,1,9,17,10,1,5,1
"13",16,12,6,5,16,17,14,2,3,8,6,5
"14",4,5,7,7,17,8,13,13,14,5,10,14
"15",11,6,1,13,13,2,17,3,7,14,13,15
"16",8,18,17,9,18,18,5,9,11,18,7,18
"17",18,11,18,17,1,5,18,12,13,10,8,8
"18",5,15,10,4,6,6,15,11,6,17,14,2
