"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",18,10,7,18,18,9,16,3,18,18,10,15,9,1,14,9
"2",1,15,14,2,2,3,10,10,14,6,4,11,10,2,1,8
"3",17,9,18,3,10,18,2,9,1,4,9,4,12,17,13,10
"4",7,17,17,16,13,17,18,15,11,14,7,10,11,7,10,18
"5",5,11,9,8,4,1,1,18,2,13,11,18,2,6,9,12
"6",16,1,11,15,16,2,6,11,10,9,14,2,17,5,8,6
"7",10,7,16,7,8,5,17,8,16,11,18,6,1,8,17,1
"8",3,14,6,11,14,6,3,6,6,15,5,8,15,13,16,4
"9",13,16,3,10,7,11,11,12,3,7,16,13,16,3,15,16
"10",15,13,4,6,17,12,8,13,15,12,6,5,3,12,4,13
"11",14,3,15,13,6,7,9,14,4,16,8,14,8,15,3,2
"12",9,8,2,14,9,15,4,7,12,3,3,16,4,4,6,3
"13",2,12,13,17,11,8,12,5,5,2,15,3,5,10,5,15
"14",6,2,1,5,12,4,7,2,13,8,12,12,7,16,12,17
"15",4,6,5,12,5,13,15,17,17,5,13,7,13,14,7,7
"16",12,18,10,9,1,14,14,1,7,10,1,1,6,18,11,5
"17",8,4,12,4,15,10,13,16,8,1,2,17,18,11,18,11
"18",11,5,8,1,3,16,5,4,9,17,17,9,14,9,2,14
