"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",9,4,2,5,15,13,8,8,17,2,7
"2",16,5,13,12,3,15,11,11,13,11,11
"3",2,9,15,10,18,7,2,12,14,7,2
"4",18,6,10,17,14,1,5,1,1,5,10
"5",7,11,12,7,11,17,4,5,8,16,8
"6",5,2,7,16,6,6,16,4,15,15,5
"7",15,17,5,11,17,12,13,3,7,9,4
"8",10,12,18,18,1,18,18,10,4,1,1
"9",11,3,14,8,16,5,14,15,5,17,14
"10",14,10,6,6,10,2,17,9,12,6,18
"11",17,18,1,4,4,8,1,18,11,18,9
"12",12,16,17,15,12,9,6,7,16,14,16
"13",8,15,11,13,8,4,10,16,10,3,6
"14",4,7,16,3,5,11,12,2,9,4,15
"15",13,8,8,2,7,10,7,13,3,13,3
"16",6,1,4,14,9,14,3,14,6,8,17
"17",3,13,3,9,2,3,9,6,2,12,13
"18",1,14,9,1,13,16,15,17,18,10,12
