"","V1","V2","V3"
"1",14,6,8
"2",15,13,16
"3",7,14,7
"4",4,7,12
"5",5,1,5
"6",16,17,3
"7",3,12,2
"8",11,18,13
"9",1,5,17
"10",6,9,15
"11",13,11,11
"12",9,15,18
"13",17,2,14
"14",2,16,9
"15",18,10,6
"16",12,4,1
"17",8,3,10
"18",10,8,4
