"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",5,23,16,4,15,22,5,23,5,10,8,8,8,9,18,10,12,5,7
"2",8,24,6,26,18,5,6,2,15,4,15,9,17,14,6,17,24,22,11
"3",24,7,17,6,10,15,8,20,16,8,5,23,22,13,22,4,25,21,17
"4",19,8,15,25,22,8,16,3,25,9,26,19,13,23,19,2,13,6,8
"5",18,19,18,18,25,18,21,4,12,18,4,10,3,11,24,22,7,24,14
"6",16,26,7,1,1,26,19,21,13,13,12,16,14,26,10,1,9,26,26
"7",10,2,24,15,21,23,11,12,14,2,11,21,6,2,3,3,3,12,12
"8",21,21,12,22,8,9,9,11,9,19,7,3,7,20,5,5,18,10,21
"9",9,22,23,10,20,11,26,19,22,25,9,15,11,22,17,25,23,14,19
"10",3,9,13,16,26,12,4,16,7,11,22,26,12,4,9,24,17,25,24
"11",15,3,8,7,23,6,23,10,10,15,10,4,23,3,20,12,19,16,2
"12",12,20,19,23,7,21,24,17,24,17,21,20,21,10,4,11,16,19,5
"13",17,10,26,20,13,2,18,25,2,1,18,13,2,12,16,9,20,17,25
"14",13,12,10,2,4,25,14,9,23,3,23,2,9,8,25,21,22,11,16
"15",1,1,2,12,14,14,15,26,26,14,1,1,1,25,1,15,14,20,13
"16",20,4,9,21,19,20,10,22,21,23,16,11,24,6,12,19,11,4,20
"17",7,5,14,8,3,10,7,8,20,24,19,12,4,17,14,8,6,23,3
"18",11,25,11,14,11,3,12,24,8,20,25,24,26,19,23,20,4,13,9
"19",4,17,4,17,16,16,22,15,18,6,20,5,19,18,21,6,5,9,23
"20",6,11,21,3,12,4,20,5,17,21,3,25,16,7,7,14,10,7,22
"21",22,13,22,9,17,24,3,6,4,16,24,7,20,24,11,13,1,18,18
"22",26,15,3,24,9,1,1,13,19,12,2,14,10,5,15,26,2,15,4
"23",23,6,20,11,5,7,25,18,6,5,14,6,15,15,2,23,8,3,10
"24",2,14,25,19,2,19,13,7,11,7,6,17,25,21,13,18,21,2,1
"25",25,16,5,5,24,17,17,14,3,22,17,22,5,16,8,16,26,8,6
"26",14,18,1,13,6,13,2,1,1,26,13,18,18,1,26,7,15,1,15
