"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",23,6,15,4,9,15,19,7,17,20,3,22,9,7,16,18,20
"2",25,14,14,15,10,25,14,25,2,1,5,1,13,4,7,9,7
"3",5,25,12,9,12,24,11,23,11,8,23,24,10,23,25,19,17
"4",13,13,25,6,13,1,25,20,13,25,1,4,24,14,26,2,14
"5",6,11,26,5,1,17,2,26,25,14,6,14,1,26,15,13,2
"6",22,22,19,26,24,10,7,22,9,12,7,19,23,10,13,11,16
"7",11,21,16,2,19,5,16,4,22,11,22,2,8,18,14,8,9
"8",19,23,23,16,6,21,12,10,16,13,25,10,2,11,3,1,26
"9",20,7,20,7,18,22,8,9,4,16,12,8,19,20,22,24,8
"10",2,16,24,13,17,7,13,11,18,2,17,20,25,5,17,22,3
"11",17,24,3,8,5,2,26,3,7,7,11,12,14,9,11,20,1
"12",10,8,4,25,25,26,22,13,15,15,26,17,12,6,23,10,4
"13",18,18,8,14,20,16,1,2,10,23,14,26,4,2,21,3,11
"14",26,1,1,20,14,23,15,1,26,26,20,13,26,15,12,14,15
"15",8,19,17,22,4,20,23,18,23,19,13,25,17,13,9,25,10
"16",16,20,5,23,15,18,3,14,20,3,2,5,15,19,19,17,24
"17",1,15,2,1,26,13,10,16,1,18,15,3,6,12,1,21,19
"18",14,3,13,10,22,6,4,24,21,21,24,11,16,3,8,26,22
"19",24,17,9,11,2,8,21,15,3,17,21,16,20,24,18,7,23
"20",12,4,21,21,3,11,17,19,6,6,19,6,5,1,20,16,13
"21",21,9,7,18,16,4,20,21,19,10,9,18,3,22,2,23,12
"22",3,2,18,12,21,19,24,12,8,4,8,15,7,17,10,4,21
"23",4,10,10,19,8,9,9,5,24,9,10,9,18,8,24,5,18
"24",15,5,6,3,7,14,6,17,14,5,18,23,22,16,5,6,6
"25",9,12,22,24,11,3,5,6,5,24,16,21,11,21,6,12,25
"26",7,26,11,17,23,12,18,8,12,22,4,7,21,25,4,15,5
