"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",20,19,9,23,6,4,23,15,18,21,21,7,13,11,17,17
"2",14,17,1,25,25,25,25,8,7,3,9,2,14,3,1,26
"3",2,12,19,22,3,6,4,25,12,5,6,13,4,12,4,14
"4",15,2,16,12,24,1,2,9,6,20,19,10,2,25,25,13
"5",4,21,3,9,11,3,8,11,9,2,11,24,21,17,18,11
"6",24,14,26,2,13,10,19,4,1,1,24,14,5,18,12,19
"7",5,15,8,18,15,16,12,24,2,23,22,5,18,23,3,7
"8",26,22,15,4,16,2,14,12,24,15,5,6,7,2,6,8
"9",19,7,11,6,5,17,11,5,5,7,7,8,12,14,21,4
"10",25,9,4,26,12,12,1,20,14,14,26,15,25,1,22,2
"11",18,8,12,19,17,5,16,6,19,8,15,21,23,22,5,23
"12",7,3,24,21,14,13,10,7,22,24,8,12,19,4,19,20
"13",1,13,13,11,1,26,15,1,25,16,25,26,16,8,26,16
"14",13,20,18,5,4,14,5,14,3,19,17,18,22,6,7,24
"15",16,16,23,16,20,8,20,19,4,11,2,20,17,9,23,9
"16",21,4,21,8,18,24,9,21,17,4,20,3,20,10,10,12
"17",23,26,20,20,8,23,13,23,8,17,12,22,8,24,20,21
"18",17,11,25,10,10,18,26,16,21,22,10,25,1,16,2,3
"19",11,1,10,1,26,7,17,26,13,26,13,23,11,7,13,1
"20",22,24,6,15,21,19,3,3,15,25,3,17,15,15,8,15
"21",3,10,14,3,22,21,22,17,11,18,4,9,24,20,15,18
"22",6,23,5,7,19,15,18,22,20,9,16,11,3,13,24,25
"23",12,5,2,13,7,9,6,18,26,13,1,1,10,21,11,22
"24",9,25,22,14,2,11,24,2,16,10,14,4,26,26,14,6
"25",10,18,17,24,23,20,7,13,23,6,23,19,9,19,16,5
"26",8,6,7,17,9,22,21,10,10,12,18,16,6,5,9,10
