"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",7,19,13,21,23,2,16,19,3
"2",2,26,26,10,3,22,14,23,5
"3",6,7,5,7,8,1,25,8,8
"4",3,15,8,20,17,17,9,5,12
"5",18,8,10,18,19,19,23,21,6
"6",22,14,11,3,5,24,3,17,22
"7",23,17,2,14,13,23,20,2,2
"8",20,24,22,19,26,16,26,9,24
"9",8,4,12,17,4,7,12,3,23
"10",13,1,16,12,24,26,1,1,10
"11",21,6,23,15,14,3,10,18,13
"12",15,11,24,22,7,11,4,6,4
"13",14,25,9,11,15,9,19,13,21
"14",24,23,7,25,1,4,7,12,9
"15",19,2,6,1,6,15,17,25,14
"16",26,16,17,23,9,8,24,24,19
"17",16,12,3,6,25,6,8,22,26
"18",10,13,19,13,2,14,21,16,11
"19",4,9,20,26,12,25,18,11,25
"20",17,20,15,5,10,18,11,10,7
"21",1,3,18,4,18,10,5,14,1
"22",5,22,4,16,11,13,2,20,16
"23",11,21,25,2,20,5,22,4,15
"24",25,10,14,9,22,12,15,7,17
"25",12,5,1,24,21,21,13,15,18
"26",9,18,21,8,16,20,6,26,20
