"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",17,5,1,16,18,23,13,25,16,25,7,25,16,20,6
"2",15,3,3,23,2,13,23,24,3,2,25,14,9,5,22
"3",8,12,5,15,25,19,21,12,20,11,17,7,18,3,8
"4",14,2,17,4,22,17,9,18,23,19,4,9,25,8,20
"5",16,26,26,1,1,2,12,1,22,7,18,8,17,26,10
"6",10,15,11,6,5,3,25,15,15,1,2,24,21,10,1
"7",24,11,24,2,17,25,17,11,14,13,22,23,4,6,25
"8",12,14,22,22,19,8,14,7,8,26,24,4,20,11,16
"9",11,7,13,10,20,11,5,9,24,4,23,17,6,21,4
"10",19,25,10,8,16,21,24,4,6,18,21,15,26,16,7
"11",20,19,7,5,21,7,16,21,13,6,12,10,8,15,15
"12",23,23,21,14,26,6,3,13,4,23,6,13,10,4,3
"13",25,20,4,20,13,9,19,10,25,14,5,19,22,23,21
"14",4,10,6,3,9,10,11,5,2,20,10,20,13,7,9
"15",1,21,16,13,14,12,7,26,12,9,26,26,24,1,13
"16",3,16,8,25,23,24,4,2,9,8,1,11,14,18,24
"17",5,18,25,26,15,14,26,23,26,16,9,2,5,13,5
"18",9,22,2,7,7,16,8,14,11,24,16,5,2,22,26
"19",21,17,12,24,3,18,6,16,21,21,19,22,12,12,14
"20",13,13,23,9,6,20,2,22,5,12,11,18,19,24,18
"21",6,1,15,21,24,1,18,17,7,17,14,21,3,25,12
"22",18,6,9,17,12,4,1,3,17,15,13,1,1,2,19
"23",2,8,20,12,11,5,22,20,19,22,20,12,15,17,23
"24",22,4,18,11,4,15,20,8,10,10,3,3,11,19,11
"25",26,9,14,19,10,26,10,19,1,5,15,6,23,14,2
"26",7,24,19,18,8,22,15,6,18,3,8,16,7,9,17
