"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,6,11,3,6,2,20,12,18
"2",22,5,12,18,6,1,12,22,18,2
"3",2,8,15,5,7,13,19,5,26,11
"4",26,20,17,12,13,22,1,1,22,4
"5",24,12,4,3,11,8,25,17,16,8
"6",12,6,3,24,15,18,4,7,20,15
"7",4,16,13,17,19,16,24,11,17,22
"8",20,2,25,22,23,24,26,15,25,26
"9",10,13,24,7,5,26,11,3,15,21
"10",1,15,7,26,18,25,10,23,1,7
"11",15,9,20,16,24,14,5,25,14,9
"12",18,11,16,20,8,19,8,18,6,19
"13",16,24,5,15,4,23,23,9,3,12
"14",14,17,21,25,2,9,18,14,21,5
"15",9,3,10,10,12,20,16,13,9,6
"16",8,21,2,14,9,12,14,24,24,24
"17",25,4,22,13,20,10,13,8,2,17
"18",19,25,11,23,17,7,17,2,13,20
"19",17,14,8,8,22,4,9,12,23,14
"20",23,18,9,1,1,15,6,6,8,25
"21",5,22,23,21,10,3,7,10,10,10
"22",11,23,14,6,21,11,3,16,5,1
"23",13,7,18,4,14,2,22,26,4,23
"24",21,19,26,9,16,17,20,21,11,13
"25",7,10,1,19,25,5,21,4,7,3
"26",6,26,19,2,26,21,15,19,19,16
