"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",25,20,19,1,16,21,13,5,24,7,5,8,11,2,25,13,12,16,25,2,12
"2",5,6,14,17,23,6,4,17,5,22,10,4,9,8,20,23,20,15,23,8,10
"3",8,19,24,18,3,2,14,4,8,15,4,25,15,12,13,8,23,10,21,25,20
"4",24,11,8,23,6,22,5,18,17,5,8,22,23,10,18,9,22,22,8,15,11
"5",18,23,7,22,20,5,25,3,2,10,23,13,19,16,23,15,19,6,3,11,14
"6",4,12,26,26,24,9,11,13,19,3,21,12,3,9,26,4,3,9,13,18,17
"7",15,1,13,10,1,13,2,9,26,2,19,14,6,17,6,16,21,25,26,24,15
"8",6,9,17,19,19,20,19,7,10,12,20,23,8,24,4,5,16,20,6,3,9
"9",7,13,15,12,17,16,21,19,25,14,1,10,26,1,9,26,25,1,4,16,18
"10",2,3,1,9,10,1,12,24,14,13,3,17,5,23,24,17,14,18,2,13,24
"11",1,18,2,2,7,11,16,12,4,11,18,21,20,7,10,24,2,24,16,6,13
"12",23,8,16,6,22,3,26,22,22,9,13,24,13,14,12,20,4,14,10,26,1
"13",26,26,20,24,12,14,24,10,9,18,11,1,2,18,16,25,13,23,11,20,21
"14",10,17,12,16,5,12,22,21,13,8,26,5,22,22,22,1,8,17,24,22,5
"15",21,2,23,21,15,15,1,23,12,17,25,19,21,3,3,14,6,13,20,9,19
"16",3,22,4,20,21,19,8,8,20,21,7,15,24,19,7,18,10,12,17,21,3
"17",12,5,6,11,14,17,20,2,7,1,12,26,1,5,19,12,9,2,19,14,2
"18",22,4,3,3,25,24,17,15,15,16,16,3,17,25,11,7,18,5,22,19,16
"19",19,7,18,13,9,4,7,11,3,6,9,9,25,20,8,3,11,4,14,4,25
"20",16,21,10,14,18,25,10,16,1,25,15,18,10,4,14,2,5,19,1,23,23
"21",9,10,9,5,4,18,6,6,18,19,24,2,12,13,17,19,7,7,5,5,22
"22",17,24,11,4,2,8,23,20,16,20,6,16,4,6,5,6,15,8,12,7,8
"23",20,16,22,15,8,26,15,14,23,23,22,20,7,21,21,21,24,3,15,10,4
"24",14,15,21,7,26,10,3,1,11,24,2,11,18,26,15,10,1,26,9,12,7
"25",13,14,5,25,13,7,18,26,21,26,14,6,14,15,1,11,26,21,18,1,26
"26",11,25,25,8,11,23,9,25,6,4,17,7,16,11,2,22,17,11,7,17,6
