"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",25,12,1,16,8,25,8,23,1,10,6,26,20
"2",6,5,12,7,6,4,12,25,13,20,8,16,25
"3",18,2,4,14,2,10,3,18,24,26,10,7,6
"4",16,8,9,11,13,20,20,14,12,16,3,22,4
"5",26,24,26,26,4,2,26,7,14,13,1,14,1
"6",22,4,20,18,7,15,15,10,8,6,13,15,11
"7",24,19,10,6,26,14,17,24,9,14,25,6,7
"8",9,14,23,10,5,23,7,11,16,21,24,5,10
"9",7,1,19,15,18,9,21,1,26,15,26,25,15
"10",20,10,3,8,16,1,13,5,21,2,23,18,8
"11",1,9,25,20,25,16,14,16,22,18,4,10,19
"12",3,15,21,12,19,5,5,20,6,12,16,19,5
"13",5,23,15,2,11,26,16,15,25,5,12,1,3
"14",15,18,17,5,10,11,6,3,19,11,5,11,16
"15",4,7,8,25,12,13,4,6,11,9,21,3,22
"16",19,25,24,1,15,12,10,17,10,25,20,23,21
"17",11,3,2,4,21,22,25,19,15,8,17,13,17
"18",14,6,16,24,23,24,11,2,2,24,18,12,2
"19",12,22,5,17,9,3,18,13,4,17,19,9,18
"20",2,16,6,3,1,17,23,4,5,23,11,21,13
"21",21,11,14,22,14,6,24,22,18,22,15,2,14
"22",17,13,22,9,22,8,22,9,3,3,7,4,24
"23",8,26,13,19,17,19,1,26,7,1,2,8,12
"24",13,17,18,21,3,18,19,21,20,4,22,20,26
"25",10,20,7,23,24,7,9,12,17,7,9,24,9
"26",23,21,11,13,20,21,2,8,23,19,14,17,23
