"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",25,5,26,17,4,14,22,10
"2",5,22,24,26,15,25,1,5
"3",8,20,8,22,23,15,11,22
"4",14,7,9,25,2,2,7,15
"5",16,19,23,14,13,3,24,21
"6",17,4,14,5,18,26,16,24
"7",13,10,22,2,7,17,10,2
"8",23,17,16,1,24,7,20,14
"9",10,14,7,8,9,24,21,16
"10",21,23,12,13,5,21,12,18
"11",26,25,19,9,20,1,9,7
"12",7,3,17,15,12,20,8,12
"13",1,9,21,20,22,22,18,17
"14",22,12,20,24,11,11,14,26
"15",11,2,25,7,26,8,5,19
"16",18,21,10,4,10,12,4,11
"17",12,24,1,19,17,9,15,13
"18",20,1,6,21,8,5,19,4
"19",19,16,3,16,25,23,6,3
"20",2,26,2,3,3,19,25,25
"21",9,18,18,10,1,13,17,6
"22",6,6,11,12,21,10,23,1
"23",24,8,5,11,16,16,2,20
"24",15,13,13,23,19,18,26,8
"25",3,11,4,6,14,4,13,9
"26",4,15,15,18,6,6,3,23
