"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",15,19,16,13,20,21,26,5,8,13,10,6,21,2,25,9,3,26
"2",23,24,9,14,12,2,18,2,22,5,18,11,7,18,20,21,7,22
"3",14,12,10,24,16,14,17,22,3,7,24,15,23,26,2,26,1,7
"4",13,26,18,15,25,1,10,14,4,1,1,22,25,11,18,1,15,10
"5",20,20,5,21,23,22,3,21,6,19,19,10,4,21,12,10,16,14
"6",26,22,24,10,3,20,14,25,10,4,15,12,18,7,6,16,17,2
"7",7,21,22,19,4,10,24,9,19,15,20,21,22,23,11,12,9,12
"8",22,6,11,3,11,11,23,18,5,17,17,20,11,5,19,4,10,3
"9",17,4,17,6,6,4,5,11,7,20,9,9,19,20,3,22,11,18
"10",4,23,7,4,21,5,16,7,14,23,25,16,13,3,4,8,19,17
"11",10,3,14,11,10,23,19,24,23,25,21,7,24,13,13,2,21,19
"12",21,8,6,9,22,12,21,8,17,11,5,3,26,16,10,18,18,5
"13",12,13,1,12,2,16,12,10,2,18,22,25,10,15,24,20,20,25
"14",25,10,21,25,14,8,1,3,11,26,23,1,17,12,21,14,26,11
"15",16,17,4,5,9,18,6,4,24,6,8,19,16,25,15,6,23,9
"16",8,7,8,20,5,15,9,6,9,3,14,2,6,9,8,3,5,16
"17",9,25,12,2,1,13,2,19,20,24,6,13,1,14,26,15,2,6
"18",6,9,20,1,24,19,25,15,12,2,13,14,9,22,16,23,25,20
"19",1,2,13,26,26,26,13,1,26,14,12,26,12,19,1,13,13,1
"20",3,14,25,8,13,7,15,26,1,12,4,4,5,24,23,7,12,15
"21",18,15,15,23,7,3,22,20,15,9,7,24,3,10,5,11,24,23
"22",24,11,23,17,19,17,11,17,21,22,3,17,14,17,7,5,6,24
"23",19,1,26,7,15,24,8,12,16,10,26,23,2,1,14,19,4,13
"24",2,16,2,22,8,25,20,13,13,21,2,8,15,8,17,24,8,8
"25",5,5,3,18,18,9,4,23,18,8,11,18,20,6,22,17,14,21
"26",11,18,19,16,17,6,7,16,25,16,16,5,8,4,9,25,22,4
