"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",1,25,7,20,19,4,11,26,15,13,14,10,22,21,3,23,24,20,2,12,10,15
"2",23,21,10,22,11,18,15,1,5,2,7,21,15,12,23,21,4,13,3,8,21,9
"3",13,1,8,21,3,25,19,2,14,24,15,2,8,16,10,12,22,16,20,3,17,26
"4",17,14,2,26,26,10,9,5,18,3,3,11,17,1,15,1,11,26,21,14,13,23
"5",14,26,13,24,22,1,24,9,10,17,20,19,13,13,8,5,1,3,18,24,3,11
"6",25,12,24,25,2,15,2,13,22,15,11,1,21,14,4,19,13,1,9,25,20,16
"7",3,8,3,8,10,22,23,14,11,22,9,8,18,20,18,3,5,22,7,21,19,12
"8",22,18,6,9,9,5,10,7,23,25,19,5,10,22,21,18,10,7,17,16,7,4
"9",24,11,16,14,23,11,18,25,26,23,25,20,23,10,22,11,21,21,22,18,18,10
"10",5,3,19,2,8,8,13,3,17,19,10,23,25,8,2,2,12,12,14,6,8,8
"11",4,7,22,23,20,21,4,24,19,8,18,15,11,19,17,9,9,10,19,9,25,5
"12",10,20,4,11,13,14,3,4,8,10,24,22,24,23,9,8,19,9,11,19,23,25
"13",7,17,12,6,16,9,22,20,21,5,23,4,16,5,5,17,3,17,16,4,22,19
"14",18,19,20,3,24,3,25,12,16,18,6,12,3,18,24,14,20,11,8,10,24,22
"15",20,9,9,5,21,17,7,21,9,4,8,3,5,11,6,6,23,15,10,17,5,6
"16",9,6,11,16,25,20,8,11,3,20,22,7,20,7,19,16,15,5,4,7,4,20
"17",8,15,15,1,15,24,1,6,1,14,16,13,9,2,26,22,25,24,15,26,15,7
"18",16,23,23,10,5,23,21,10,24,7,12,16,19,3,11,10,18,18,1,13,2,3
"19",21,2,18,4,4,7,12,23,4,9,21,17,12,17,12,15,7,25,5,22,11,24
"20",6,16,25,7,12,19,14,22,13,26,2,25,14,15,13,24,26,2,23,15,1,21
"21",15,10,1,13,6,2,5,17,2,21,13,18,2,4,7,25,8,14,25,11,26,14
"22",26,5,26,17,14,13,26,8,12,1,26,14,1,26,14,26,14,19,12,1,6,13
"23",2,22,21,19,7,12,17,16,6,6,17,6,4,9,25,4,16,8,24,20,12,18
"24",19,13,17,12,18,26,16,15,7,12,1,9,26,25,1,13,6,4,26,2,14,1
"25",12,24,14,15,1,16,6,19,25,16,5,26,6,24,20,7,2,23,13,5,9,17
"26",11,4,5,18,17,6,20,18,20,11,4,24,7,6,16,20,17,6,6,23,16,2
