"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,11,16,16,19,24,10,4,19,10,21,24,25,13
"2",16,22,6,19,26,22,1,20,9,9,19,11,5,19
"3",13,5,18,11,20,8,17,6,7,3,3,15,7,17
"4",2,6,23,24,2,19,22,13,15,12,12,14,4,8
"5",23,26,10,26,13,26,13,16,1,2,7,16,24,11
"6",14,7,2,12,5,25,18,23,26,13,9,25,14,23
"7",1,12,22,13,12,3,4,26,5,5,14,8,17,21
"8",20,20,19,14,23,11,23,12,24,19,16,17,23,20
"9",15,14,1,25,24,5,19,1,4,14,24,3,20,9
"10",17,24,20,3,8,2,6,2,14,16,11,23,6,15
"11",22,9,4,9,18,4,11,18,20,21,13,10,3,7
"12",25,10,9,20,15,14,24,3,13,17,6,6,11,22
"13",18,16,14,4,11,17,21,24,21,4,23,7,8,12
"14",7,23,5,8,16,15,20,10,11,6,15,22,15,6
"15",9,1,12,18,9,1,26,8,25,1,17,1,1,1
"16",11,4,25,2,14,21,14,17,12,20,18,2,22,18
"17",26,13,26,1,25,13,2,14,23,7,1,26,12,4
"18",21,2,7,7,3,10,8,9,16,8,25,13,21,24
"19",6,25,24,22,17,7,15,22,18,26,26,18,9,25
"20",5,18,13,6,22,18,9,11,2,15,8,4,2,26
"21",19,3,15,21,21,16,7,25,10,24,10,21,18,2
"22",24,19,21,10,4,23,16,5,6,25,20,9,13,3
"23",12,21,17,17,6,9,12,19,17,11,5,5,19,5
"24",10,8,11,15,7,12,3,15,3,18,22,19,10,10
"25",3,15,8,5,1,6,25,21,8,23,4,20,26,14
"26",8,17,3,23,10,20,5,7,22,22,2,12,16,16
