"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",30,7,7,18,16,30,9,18,13,29,8
"2",17,15,1,2,4,25,20,22,15,1,21
"3",3,6,19,19,14,5,14,26,27,3,6
"4",23,25,9,6,22,22,13,7,3,22,24
"5",25,27,13,13,29,6,21,28,19,26,18
"6",12,28,6,17,15,14,8,2,22,5,30
"7",9,4,4,11,25,3,12,20,7,15,27
"8",18,22,23,12,11,26,15,1,30,25,10
"9",14,8,24,29,19,4,24,3,14,24,22
"10",5,30,26,4,21,9,19,17,12,6,13
"11",8,5,12,10,7,20,25,4,9,8,5
"12",6,13,27,14,3,23,7,27,11,20,25
"13",21,3,28,15,24,27,29,12,18,4,15
"14",28,18,29,9,8,2,5,14,23,11,20
"15",2,26,18,26,12,29,22,11,4,13,19
"16",22,29,25,28,5,19,11,21,20,16,4
"17",29,21,22,21,17,17,26,25,8,7,28
"18",16,24,10,16,1,1,30,15,6,18,7
"19",27,12,3,5,18,10,23,10,26,14,3
"20",26,1,14,23,2,16,18,8,25,19,26
"21",19,2,21,3,13,13,2,23,5,23,12
"22",11,14,30,20,28,15,17,13,2,28,2
"23",24,17,16,24,26,7,6,5,10,2,9
"24",4,20,2,22,6,8,3,9,16,27,14
"25",1,9,20,1,30,18,10,6,21,17,17
"26",15,11,11,27,27,24,1,16,29,9,23
"27",20,10,8,30,9,11,16,30,1,10,16
"28",13,23,15,8,20,28,4,29,17,12,1
"29",10,16,17,7,10,12,28,19,28,30,29
"30",7,19,5,25,23,21,27,24,24,21,11
