"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",17,20,2,18,14,2,12,7,3
"2",5,15,13,19,3,4,10,24,15
"3",19,16,7,16,16,23,3,21,16
"4",20,14,19,4,4,20,14,14,1
"5",22,7,15,8,12,1,5,20,11
"6",2,13,3,2,8,15,4,13,21
"7",14,17,11,1,21,12,20,23,5
"8",23,21,17,15,7,8,22,16,20
"9",12,5,1,12,5,21,23,19,12
"10",3,18,10,22,13,19,21,3,17
"11",18,3,9,3,10,5,18,6,18
"12",1,12,22,11,17,3,24,12,8
"13",4,4,8,14,23,9,7,15,2
"14",8,8,16,17,9,24,16,5,4
"15",16,1,12,24,6,13,1,10,9
"16",24,11,5,9,18,17,9,2,7
"17",10,9,4,23,19,6,15,17,23
"18",9,19,18,5,20,7,2,4,13
"19",11,22,23,21,11,16,6,18,6
"20",7,24,6,7,1,11,17,9,10
"21",15,23,14,10,24,22,11,11,24
"22",21,6,21,20,22,14,19,8,14
"23",6,2,20,6,15,18,13,22,19
"24",13,10,24,13,2,10,8,1,22
