"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,2,17,21,12,8,10,11,1,8,7,9,21
"2",6,9,13,10,16,2,5,18,6,3,20,12,3
"3",14,20,18,3,6,7,17,15,8,12,19,14,18
"4",8,17,21,9,11,9,7,1,16,20,8,15,1
"5",17,15,2,12,17,11,14,2,10,4,15,1,20
"6",5,10,7,7,4,3,19,6,3,19,12,5,13
"7",11,6,10,4,8,13,6,3,7,1,2,21,15
"8",1,18,9,5,3,16,9,12,15,6,16,3,6
"9",3,7,16,15,21,15,16,4,12,15,17,20,10
"10",15,3,6,6,19,5,20,14,14,7,9,18,7
"11",7,8,1,13,1,19,1,16,11,13,10,16,19
"12",13,5,4,19,7,6,4,5,19,11,18,8,5
"13",19,12,19,2,18,18,2,7,4,10,11,7,8
"14",20,14,14,14,2,1,13,8,20,5,6,17,11
"15",16,4,15,11,5,14,15,17,9,16,3,2,2
"16",21,1,11,8,13,21,11,10,17,21,21,11,17
"17",12,19,12,16,20,4,3,13,13,17,4,4,16
"18",9,21,5,17,14,20,18,9,5,9,5,13,4
"19",4,13,3,1,15,10,12,21,21,14,1,10,12
"20",18,16,8,20,9,12,8,20,2,18,14,19,9
"21",10,11,20,18,10,17,21,19,18,2,13,6,14
