"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",11,19,18,12,6,4,6,9,5,21
"2",9,9,19,18,20,10,19,13,18,18
"3",19,5,14,19,4,11,3,7,2,10
"4",21,14,11,11,14,18,1,17,20,16
"5",15,20,6,6,21,13,9,21,7,11
"6",10,8,2,15,15,19,7,2,6,6
"7",5,7,12,10,2,1,20,18,8,9
"8",17,6,16,1,16,3,8,11,17,7
"9",8,17,3,4,3,9,4,14,16,5
"10",7,2,21,5,10,20,11,16,4,13
"11",1,11,17,16,8,15,5,20,12,3
"12",20,16,20,7,12,8,18,4,9,4
"13",4,21,15,13,17,17,15,6,15,8
"14",2,12,4,2,13,12,17,10,1,17
"15",13,13,10,21,18,5,13,15,3,1
"16",16,18,8,17,5,21,21,12,10,14
"17",3,3,9,8,19,6,2,5,11,15
"18",18,4,1,14,11,7,14,19,13,20
"19",14,10,13,3,1,16,12,1,14,19
"20",6,15,5,20,9,2,10,3,19,12
"21",12,1,7,9,7,14,16,8,21,2
