"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",15,13,14,9,12,3,5,4,3,15,17,4,6,3,14,12
"2",8,15,4,13,13,16,15,3,15,16,15,5,11,17,6,5
"3",12,3,18,17,9,10,17,12,8,17,4,3,18,6,11,3
"4",5,14,7,11,3,2,16,16,6,14,3,16,5,14,13,8
"5",16,4,5,18,15,1,8,18,16,11,8,7,7,12,5,14
"6",19,12,13,14,7,18,7,11,2,5,11,12,2,13,2,2
"7",17,10,11,8,2,14,19,5,18,3,2,6,9,11,18,13
"8",13,17,16,5,14,17,4,15,12,13,5,13,16,16,12,15
"9",6,1,8,12,11,19,1,1,10,10,1,19,8,1,8,11
"10",14,6,3,7,17,15,14,17,5,6,14,14,12,4,16,7
"11",7,2,9,2,8,13,11,14,7,8,18,1,3,19,10,18
"12",10,18,2,4,5,6,2,13,11,2,7,2,10,5,7,4
"13",18,9,6,3,6,7,13,6,9,19,12,18,17,8,3,16
"14",1,11,19,10,1,12,10,19,17,12,19,10,13,2,1,10
"15",3,7,15,6,16,4,12,2,4,4,6,8,14,15,4,9
"16",2,19,1,19,10,11,9,8,1,9,10,9,19,10,19,19
"17",11,5,12,16,4,5,3,7,14,7,16,15,15,18,15,6
"18",4,8,10,1,19,9,6,9,19,18,9,11,1,9,17,1
"19",9,16,17,15,18,8,18,10,13,1,13,17,4,7,9,17
