"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",8,7,2,13,3,13,12,14,11,3,4,7
"2",15,15,10,10,4,8,2,7,14,13,6,6
"3",14,6,12,3,2,4,13,5,8,4,12,10
"4",7,12,1,2,15,6,1,6,7,1,7,8
"5",9,9,4,15,9,1,7,1,10,9,14,1
"6",2,11,6,4,6,14,10,3,12,11,9,14
"7",5,5,13,14,7,10,3,2,5,6,3,12
"8",4,3,3,8,1,7,5,11,3,14,13,9
"9",11,2,7,5,10,2,6,13,13,8,1,13
"10",10,8,15,1,8,15,4,15,6,10,10,3
"11",3,13,9,6,5,3,11,9,1,7,2,2
"12",12,14,8,11,11,12,8,10,2,5,15,15
"13",1,1,11,9,12,9,9,8,15,2,11,4
"14",13,4,5,7,13,11,14,4,4,12,5,5
"15",6,10,14,12,14,5,15,12,9,15,8,11
