"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",27,10,27,9,17,17,17,9,4,21,26
"2",22,23,18,28,10,20,23,21,2,11,17
"3",14,21,28,25,1,16,7,11,19,4,11
"4",9,2,10,15,28,15,20,19,1,28,12
"5",15,28,8,1,16,28,19,28,12,14,10
"6",28,17,1,16,8,1,21,6,16,17,13
"7",8,18,2,18,13,25,9,17,5,3,25
"8",2,12,14,3,3,10,24,12,7,5,20
"9",11,4,17,21,4,27,16,7,26,13,24
"10",17,16,19,6,6,24,2,2,8,26,14
"11",25,26,7,11,5,14,4,20,24,10,21
"12",12,20,6,23,20,13,27,3,10,23,22
"13",3,14,3,5,19,18,5,15,27,19,5
"14",21,8,11,26,25,7,1,14,14,15,28
"15",24,19,25,4,27,9,15,18,11,6,7
"16",19,6,4,7,24,22,26,10,20,7,16
"17",26,13,15,24,23,26,10,25,21,24,9
"18",10,24,16,10,22,3,6,8,3,12,3
"19",23,1,13,13,11,19,11,4,13,1,1
"20",6,11,9,27,15,6,18,1,23,9,8
"21",20,25,21,19,14,11,25,13,25,27,2
"22",16,15,20,14,21,4,22,24,28,2,23
"23",13,3,24,2,12,2,8,16,22,22,18
"24",5,22,12,8,9,8,14,26,18,25,27
"25",7,9,26,12,7,23,28,22,15,16,4
"26",18,7,5,20,2,5,13,23,6,20,6
"27",1,27,23,17,26,21,12,5,17,18,19
"28",4,5,22,22,18,12,3,27,9,8,15
