"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",18,7,3,2,9,10,14,1,8,2,10,18
"2",16,15,7,10,14,5,5,6,2,18,4,13
"3",1,5,9,9,7,9,6,19,1,5,19,9
"4",11,16,19,1,6,17,7,4,11,13,18,10
"5",4,8,17,3,16,8,11,17,12,16,5,17
"6",14,18,13,18,11,13,13,16,5,11,15,19
"7",19,10,10,11,4,18,15,18,14,19,9,5
"8",15,3,14,7,3,3,2,11,17,9,12,15
"9",2,19,11,8,15,2,16,3,15,10,11,6
"10",17,9,16,16,18,7,9,7,13,4,16,2
"11",8,14,18,13,5,4,19,13,7,1,7,11
"12",10,17,6,5,12,12,4,15,18,3,6,3
"13",5,4,15,15,10,14,3,2,6,15,8,4
"14",9,1,5,14,13,11,18,8,19,17,17,12
"15",7,12,4,4,1,6,12,9,4,14,14,1
"16",3,11,8,17,2,15,10,5,16,6,3,16
"17",12,6,1,19,8,1,8,14,10,12,1,7
"18",13,2,12,6,17,16,17,10,3,7,2,8
"19",6,13,2,12,19,19,1,12,9,8,13,14
