"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,16,21,10,2,13,17,22,10
"2",1,9,17,21,12,20,9,12,23
"3",2,3,9,9,22,1,11,13,9
"4",23,13,13,1,23,15,15,10,16
"5",17,6,20,6,17,8,21,16,20
"6",4,22,4,14,16,14,16,6,21
"7",21,12,6,12,9,3,8,23,22
"8",14,11,7,20,21,19,18,21,6
"9",18,23,11,3,14,11,10,18,1
"10",7,7,12,11,13,17,23,1,2
"11",22,8,18,15,4,5,14,7,4
"12",6,14,5,22,5,9,6,15,3
"13",8,20,14,16,20,6,3,20,17
"14",10,15,19,7,19,23,7,8,5
"15",11,1,10,19,1,10,19,9,18
"16",9,4,3,4,6,21,13,19,15
"17",5,10,16,2,8,7,2,5,13
"18",13,17,22,23,15,2,12,2,14
"19",16,18,8,8,3,18,5,3,19
"20",12,19,1,5,10,4,20,11,7
"21",15,2,23,13,11,16,1,17,8
"22",20,21,15,17,7,22,22,14,12
"23",19,5,2,18,18,12,4,4,11
