"","V1","V2","V3"
"1",9,23,26
"2",3,25,14
"3",2,8,5
"4",12,27,8
"5",17,19,11
"6",19,12,1
"7",10,15,6
"8",26,6,7
"9",7,11,19
"10",23,10,13
"11",16,9,27
"12",11,7,17
"13",4,4,24
"14",20,26,23
"15",15,22,16
"16",8,1,10
"17",5,13,12
"18",14,3,3
"19",1,18,20
"20",6,21,2
"21",25,14,25
"22",21,17,9
"23",22,2,21
"24",18,5,15
"25",13,16,22
"26",27,20,18
"27",24,24,4
