"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",8,14,1,25,26,13,8,15,26,19,14,1,26,13,11
"2",18,2,15,9,23,4,10,4,4,17,20,18,22,9,21
"3",4,7,20,18,15,19,4,8,17,24,24,10,19,4,7
"4",22,10,22,4,11,20,21,11,10,20,17,2,17,24,23
"5",5,22,4,21,13,21,9,7,9,7,19,20,6,18,24
"6",25,13,10,15,9,26,17,1,14,1,15,26,25,5,13
"7",1,17,8,7,24,16,23,2,18,13,2,15,18,22,17
"8",7,25,24,6,5,2,14,3,15,9,13,3,10,8,9
"9",12,18,17,13,21,11,20,10,24,3,22,7,3,2,22
"10",26,16,26,26,1,15,6,14,1,14,26,14,8,15,16
"11",16,4,11,23,6,3,3,9,20,4,9,12,15,25,19
"12",20,24,13,3,19,25,5,19,19,23,10,13,5,7,18
"13",9,1,14,17,20,24,25,13,2,10,11,5,9,19,2
"14",17,20,9,10,3,22,11,22,22,11,21,6,21,20,4
"15",10,26,7,14,18,1,16,26,5,22,23,11,14,26,14
"16",23,15,19,16,16,6,12,6,23,21,3,21,7,21,3
"17",21,5,3,1,14,8,24,16,21,6,25,19,12,14,8
"18",2,11,12,24,7,5,22,21,11,18,18,17,4,6,5
"19",13,21,16,19,4,9,26,17,16,25,12,24,23,17,26
"20",6,3,25,12,8,23,15,25,25,16,7,22,13,11,20
"21",24,8,6,20,17,10,13,24,12,12,1,4,11,3,25
"22",14,9,21,8,25,14,1,23,13,8,16,25,1,23,10
"23",11,19,5,5,10,12,2,12,3,15,8,23,16,1,1
"24",3,12,18,2,12,7,7,20,6,2,4,8,24,16,15
"25",19,23,23,22,22,18,19,18,8,5,6,16,20,10,6
"26",15,6,2,11,2,17,18,5,7,26,5,9,2,12,12
