"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",15,14,24,23,25,11,22,12,21,3,27,20
"2",8,15,3,13,2,2,4,8,20,6,14,5
"3",1,12,27,20,8,9,19,17,7,18,8,4
"4",20,20,16,14,23,4,24,26,11,9,3,6
"5",26,27,11,11,4,12,21,13,22,25,6,12
"6",12,3,23,10,14,3,10,10,5,26,1,16
"7",7,9,18,15,3,19,23,7,12,24,22,26
"8",17,11,17,1,17,8,1,15,27,13,7,27
"9",5,25,19,3,18,6,18,3,13,1,17,13
"10",27,8,10,19,21,7,14,5,1,8,19,17
"11",24,17,5,8,15,22,20,16,6,4,9,25
"12",22,1,14,27,6,1,17,19,18,16,16,23
"13",19,21,7,6,9,10,7,2,9,19,25,21
"14",14,7,6,24,5,17,6,25,10,2,5,14
"15",4,5,4,4,20,13,26,24,15,20,11,19
"16",25,6,22,5,12,15,9,20,16,5,23,2
"17",23,19,25,25,19,20,3,6,14,21,10,8
"18",6,18,9,22,16,5,12,23,26,23,24,10
"19",11,23,26,9,7,21,15,27,24,10,20,18
"20",13,24,2,26,13,16,25,11,4,14,21,1
"21",9,26,21,17,27,14,5,21,3,15,13,24
"22",3,22,12,21,11,26,11,9,17,7,2,22
"23",21,13,1,16,24,25,8,18,19,27,18,15
"24",16,16,15,2,1,27,13,22,2,22,15,7
"25",2,2,13,12,22,23,2,14,8,11,26,9
"26",18,4,20,18,10,24,27,1,25,12,12,11
"27",10,10,8,7,26,18,16,4,23,17,4,3
