"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",7,1,11,2,16,15,8,8,12,1
"2",1,27,21,13,17,25,12,12,14,27
"3",27,22,15,27,15,13,18,9,23,24
"4",5,20,8,22,27,16,22,19,16,5
"5",12,2,16,20,24,12,11,21,1,23
"6",25,15,2,12,13,1,10,11,2,6
"7",21,25,5,4,23,23,16,14,4,14
"8",15,24,27,25,10,14,2,17,5,10
"9",23,12,25,3,5,10,14,2,15,22
"10",6,7,20,23,2,2,7,13,20,13
"11",20,5,6,21,11,26,4,6,17,18
"12",13,17,23,19,19,22,9,3,22,3
"13",26,10,14,7,22,20,3,25,19,9
"14",3,13,3,15,20,9,1,16,25,20
"15",9,21,18,6,26,5,5,5,10,17
"16",22,18,22,18,18,3,26,26,13,19
"17",4,14,13,17,8,19,27,4,3,21
"18",10,11,1,26,6,21,15,27,11,16
"19",19,26,12,16,7,6,13,22,26,2
"20",2,8,24,8,14,8,17,24,6,7
"21",24,3,19,14,4,24,23,15,9,4
"22",11,23,4,9,3,11,25,7,18,8
"23",14,4,7,5,12,4,21,18,21,26
"24",18,9,9,24,21,7,20,1,8,11
"25",16,6,26,11,25,18,24,10,27,15
"26",8,16,17,1,9,27,19,20,24,12
"27",17,19,10,10,1,17,6,23,7,25
