"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",12,17,5,9,4,5,6,6,19,3,17,14,4,4,19,13,9
"2",2,12,9,7,8,21,21,15,20,9,13,1,12,9,15,3,3
"3",21,9,1,19,10,8,9,21,13,13,20,20,21,10,12,1,11
"4",8,13,21,1,13,11,13,11,9,21,21,21,1,11,11,21,1
"5",9,2,20,12,1,19,10,9,7,19,7,11,20,1,20,8,10
"6",14,15,3,11,18,6,16,3,5,15,5,4,19,13,16,14,4
"7",4,5,4,14,20,16,17,4,6,8,15,18,6,7,4,9,12
"8",16,16,12,18,3,18,20,8,14,12,1,19,7,12,13,18,19
"9",18,6,13,5,15,17,4,5,17,14,18,3,16,8,8,17,15
"10",19,14,19,17,19,14,7,13,11,4,4,6,3,5,9,5,5
"11",10,1,6,20,11,12,11,10,21,2,8,10,15,19,1,20,2
"12",7,4,2,4,2,10,8,20,8,10,3,2,2,14,10,12,16
"13",17,7,16,6,6,3,19,18,4,6,10,15,14,6,5,16,7
"14",6,18,18,16,5,7,15,7,10,5,19,5,17,15,6,7,17
"15",13,3,17,15,17,4,18,17,18,17,14,8,5,18,18,10,14
"16",11,21,7,3,16,9,14,14,16,20,6,13,13,3,2,6,20
"17",15,19,8,13,7,20,2,16,3,18,16,9,8,20,3,11,8
"18",3,8,14,10,9,2,3,2,15,16,2,16,9,16,7,4,6
"19",1,11,10,21,14,1,1,12,1,11,12,7,11,2,14,19,21
"20",5,20,15,8,21,15,5,19,12,7,9,17,18,17,17,15,13
"21",20,10,11,2,12,13,12,1,2,1,11,12,10,21,21,2,18
