"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"1",13,18,3,24,19,2,3,9,5,16,18,20,23,11,16,21,19,22,16,3
"2",21,6,16,10,8,5,4,6,14,21,23,6,13,23,22,6,25,10,5,11
"3",22,12,5,20,15,20,21,5,19,2,21,19,17,19,21,10,4,4,19,8
"4",7,10,23,19,17,21,24,7,12,4,22,5,12,10,8,23,22,21,6,18
"5",19,23,14,8,24,6,17,19,15,3,25,26,4,2,14,13,26,15,23,15
"6",2,24,10,13,13,18,2,21,2,1,10,13,19,18,24,17,24,7,9,20
"7",20,9,7,16,9,22,8,22,6,19,20,24,16,4,5,7,8,18,8,22
"8",18,8,9,5,11,3,18,2,4,8,8,9,2,16,17,18,2,23,13,23
"9",25,25,2,17,2,10,26,13,11,25,11,15,7,9,13,26,13,2,2,14
"10",15,1,13,26,26,14,16,11,26,14,12,10,26,1,26,15,10,11,1,26
"11",6,5,4,21,23,9,6,18,20,6,5,16,5,22,10,5,12,20,7,12
"12",14,16,1,1,21,26,9,12,16,15,17,1,8,26,4,14,17,1,15,25
"13",24,13,19,12,18,4,7,24,17,7,6,4,18,6,6,22,5,6,12,6
"14",5,3,22,2,3,8,11,10,8,5,16,18,24,8,12,4,11,3,17,17
"15",10,15,24,23,10,1,22,23,18,18,1,23,11,15,18,8,20,5,14,24
"16",3,7,11,11,12,19,12,3,24,22,9,22,3,5,7,19,21,9,18,5
"17",26,26,25,15,14,13,1,1,25,13,13,14,14,14,1,3,15,26,26,19
"18",12,17,20,3,4,16,10,20,23,11,19,21,9,17,23,24,9,24,3,7
"19",17,19,8,7,6,23,20,14,21,9,2,8,25,12,11,2,23,17,10,2
"20",8,22,17,6,20,12,23,4,7,17,7,25,20,24,3,12,7,13,4,10
"21",9,21,18,22,5,25,5,8,9,12,4,3,6,3,20,11,6,14,22,13
"22",1,11,6,4,16,11,25,25,13,20,14,2,15,7,25,9,14,25,25,9
"23",11,14,26,14,25,17,14,15,1,26,26,11,1,13,15,1,1,8,11,1
"24",23,4,21,9,22,24,13,16,10,24,3,17,21,20,19,25,16,19,21,16
"25",16,2,15,25,1,15,19,26,3,10,15,12,10,25,2,16,18,12,24,4
"26",4,20,12,18,7,7,15,17,22,23,24,7,22,21,9,20,3,16,20,21
