"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",7,8,11,7,9,23,13,24,19,3,20,3,23,9,23,16,5,23,7,8,16,12
"2",19,22,4,22,5,16,22,20,10,14,4,10,21,4,18,8,19,16,8,19,19,20
"3",4,19,18,4,6,20,6,7,22,18,16,7,15,23,15,9,22,5,10,17,5,19
"4",10,9,2,19,23,6,10,22,17,20,13,20,18,18,21,5,10,9,6,24,3,9
"5",17,3,17,12,15,17,5,8,8,8,3,22,20,21,22,7,4,7,22,10,17,21
"6",1,24,13,16,13,2,25,13,25,12,1,16,25,25,12,25,1,14,13,12,14,1
"7",6,20,20,9,11,12,15,19,16,4,6,21,5,7,4,4,8,21,20,22,6,18
"8",2,2,1,1,25,13,24,14,2,13,23,24,12,14,13,12,23,25,14,13,12,25
"9",23,7,12,3,2,14,2,17,18,23,2,23,10,10,3,11,17,13,4,7,13,2
"10",18,16,5,10,7,7,4,5,15,6,22,18,19,17,9,18,20,20,19,23,22,7
"11",3,5,10,21,4,15,7,16,5,10,17,11,9,3,16,23,11,3,23,21,10,3
"12",8,18,6,8,20,9,9,21,7,7,7,9,7,22,7,20,15,4,3,5,20,17
"13",5,15,22,15,22,19,8,3,3,16,11,15,16,2,11,2,12,22,9,3,23,5
"14",20,6,23,6,10,8,21,6,4,15,8,6,6,20,19,17,9,19,5,20,9,8
"15",12,1,25,25,14,4,14,1,12,2,12,12,24,8,1,13,25,1,1,14,11,13
"16",11,23,16,24,18,11,1,15,13,24,9,1,2,16,24,14,24,24,24,11,15,11
"17",25,25,14,13,1,1,11,12,1,1,25,13,11,13,25,1,13,12,12,1,1,15
"18",22,10,19,17,21,18,23,18,20,5,21,4,8,19,10,3,18,8,15,16,18,4
"19",9,4,8,20,3,5,16,4,21,19,15,8,4,15,8,6,6,15,17,6,21,22
"20",14,17,15,14,12,25,18,11,11,25,24,25,1,11,14,15,2,2,2,25,25,14
"21",15,11,21,23,8,21,17,23,6,21,18,19,17,24,6,21,16,18,18,4,7,16
"22",16,21,7,5,19,10,19,9,9,22,19,5,22,6,5,10,7,6,21,9,8,6
"23",13,12,3,11,16,22,20,2,23,9,5,17,3,5,20,19,21,10,16,2,4,10
"24",24,14,9,18,24,24,3,10,14,11,10,2,13,12,2,24,3,17,11,18,2,23
"25",21,13,24,2,17,3,12,25,24,17,14,14,14,1,17,22,14,11,25,15,24,24
