"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",21,6,11,11,1,23,22,15,12,1,7,20,1,10
"2",13,29,27,6,27,7,9,14,16,22,8,8,5,7
"3",9,27,20,18,14,12,23,30,13,25,6,25,30,22
"4",17,18,30,13,22,4,30,22,9,2,18,11,20,29
"5",16,16,2,24,4,17,29,4,15,23,22,28,25,8
"6",1,23,5,9,6,3,15,8,3,13,2,15,21,14
"7",24,17,29,14,8,29,10,7,23,30,3,23,17,17
"8",3,15,3,8,20,28,6,29,14,5,24,3,15,16
"9",6,14,26,25,7,16,5,20,2,7,13,26,4,20
"10",25,9,19,10,25,18,16,19,1,27,29,7,29,13
"11",18,12,10,5,28,15,3,17,25,11,5,27,23,28
"12",28,10,13,26,10,6,11,28,19,6,9,14,27,6
"13",27,13,21,7,17,5,25,11,29,18,23,29,3,15
"14",5,5,23,12,2,10,12,13,22,17,20,1,26,25
"15",7,3,7,2,18,9,20,24,8,29,15,22,16,3
"16",30,7,4,16,23,11,4,1,11,24,12,16,8,21
"17",20,20,16,21,3,1,2,23,27,26,16,4,11,12
"18",23,19,22,28,19,14,21,3,7,10,4,2,14,4
"19",12,11,15,4,11,27,28,6,5,21,10,5,10,27
"20",26,28,6,20,26,26,24,12,21,8,14,6,24,19
"21",22,30,8,30,12,8,8,16,6,19,27,21,18,26
"22",2,8,24,29,24,24,26,21,26,20,11,18,19,11
"23",8,25,9,15,9,13,27,18,24,9,30,10,7,2
"24",15,1,1,23,15,19,17,25,30,15,1,9,6,23
"25",11,26,18,3,16,20,7,2,28,3,17,19,28,9
"26",14,2,28,19,13,25,1,10,10,14,25,12,22,1
"27",19,24,14,17,30,30,13,26,4,16,19,30,9,5
"28",29,22,25,1,5,22,19,27,17,12,26,17,13,24
"29",4,21,12,27,21,21,14,9,20,28,21,13,2,30
"30",10,4,17,22,29,2,18,5,18,4,28,24,12,18
