"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",18,2,18,13,15,2,15,5,8,4,8,14,10,5
"2",7,18,5,2,14,3,2,17,17,5,10,13,9,13
"3",14,13,11,9,19,9,19,14,13,10,1,19,1,20
"4",10,9,2,12,6,1,20,6,18,13,12,4,15,18
"5",12,10,15,19,20,12,1,7,20,12,17,8,6,4
"6",8,8,16,4,10,10,6,2,2,8,19,18,14,19
"7",16,12,6,7,7,5,7,10,5,1,16,2,2,7
"8",9,15,17,3,5,11,18,18,3,14,7,6,8,3
"9",15,14,20,16,8,6,9,19,15,19,14,17,17,10
"10",4,6,12,17,2,4,3,11,6,16,5,12,5,16
"11",11,7,4,18,17,13,11,20,1,3,4,7,16,11
"12",6,16,3,14,13,17,14,4,4,17,13,16,3,9
"13",3,3,19,11,12,18,12,16,14,6,15,3,4,15
"14",13,1,1,10,4,20,4,15,11,11,11,20,12,1
"15",20,20,9,20,1,15,17,12,10,7,20,11,11,14
"16",2,5,8,5,18,7,16,13,9,18,18,10,18,6
"17",17,17,14,8,16,19,5,9,7,15,9,5,19,17
"18",1,19,10,15,11,8,8,1,12,9,2,1,13,2
"19",19,4,7,1,9,14,10,3,16,20,3,9,7,12
"20",5,11,13,6,3,16,13,8,19,2,6,15,20,8
