"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",27,17,7,7,18,2,6,13
"2",25,12,3,22,2,13,21,24
"3",9,4,12,21,3,21,5,10
"4",17,9,21,8,5,4,27,11
"5",28,25,16,16,6,28,16,15
"6",10,11,2,5,23,6,17,6
"7",26,2,19,14,25,22,18,5
"8",14,1,17,28,16,1,15,22
"9",2,13,23,9,19,27,7,8
"10",5,18,4,27,27,19,13,12
"11",7,7,27,20,21,10,22,14
"12",19,26,25,18,24,5,8,19
"13",8,24,20,6,17,20,20,26
"14",13,19,28,12,1,15,14,1
"15",23,5,26,4,10,18,12,23
"16",6,27,9,3,4,11,11,17
"17",21,6,5,17,9,9,9,2
"18",1,3,6,13,14,16,26,20
"19",3,23,14,23,11,3,19,4
"20",22,20,13,10,26,8,24,25
"21",15,22,1,11,12,23,3,21
"22",18,10,10,24,22,26,10,27
"23",11,16,24,25,8,24,25,18
"24",20,15,11,2,13,25,23,3
"25",12,8,15,1,28,14,1,16
"26",4,14,18,15,7,7,4,28
"27",16,28,8,19,20,17,28,9
"28",24,21,22,26,15,12,2,7
