"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,12,4,13,17,12,1,3,9
"2",5,5,22,24,22,11,15,15,21
"3",11,10,3,22,10,22,17,4,19
"4",9,1,13,8,15,24,21,23,15
"5",22,6,15,12,6,17,2,18,24
"6",14,15,9,23,20,20,5,24,4
"7",24,20,12,25,4,10,7,6,14
"8",21,4,2,20,13,5,22,13,6
"9",19,9,19,18,25,25,9,11,11
"10",6,2,11,15,2,18,11,9,2
"11",15,7,21,2,8,14,18,2,5
"12",3,21,20,5,12,21,6,10,20
"13",12,19,1,1,24,15,10,17,16
"14",4,8,6,9,9,2,8,22,12
"15",10,24,25,17,11,7,3,16,7
"16",23,16,24,10,19,19,24,5,13
"17",25,11,18,4,16,9,13,20,1
"18",20,25,7,16,18,13,19,21,22
"19",13,17,16,19,14,1,12,1,25
"20",18,23,5,7,3,23,14,14,8
"21",16,13,23,14,1,4,16,25,17
"22",8,14,8,3,5,8,25,12,23
"23",2,18,17,21,7,16,23,19,10
"24",17,3,10,6,21,6,4,7,18
"25",7,22,14,11,23,3,20,8,3
