"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",15,3,18,19,24,3,16,8,18,19
"2",24,11,16,17,5,25,14,5,4,16
"3",8,12,11,7,23,20,7,2,10,24
"4",21,6,12,23,18,22,23,13,11,3
"5",22,18,23,14,16,6,3,3,15,7
"6",2,21,13,3,4,2,5,12,12,18
"7",12,19,15,21,20,19,4,22,24,17
"8",9,1,25,22,7,13,6,14,7,11
"9",13,4,6,5,3,7,18,4,8,6
"10",17,14,7,25,14,1,12,18,6,25
"11",19,7,21,4,19,9,9,21,3,15
"12",6,8,20,15,1,15,22,20,14,23
"13",1,15,22,10,21,18,21,10,5,8
"14",4,17,10,24,9,10,20,1,21,14
"15",25,20,8,1,25,14,19,17,13,12
"16",23,5,5,11,11,12,2,11,22,22
"17",11,22,1,13,17,11,24,7,2,20
"18",14,16,9,12,8,21,1,19,1,4
"19",5,10,4,16,22,5,8,16,20,5
"20",18,24,3,20,2,17,10,9,17,9
"21",10,9,19,2,13,16,11,6,25,1
"22",7,25,17,18,12,8,15,25,9,2
"23",16,23,24,6,10,23,17,15,19,21
"24",20,13,14,9,6,4,25,23,23,10
"25",3,2,2,8,15,24,13,24,16,13
