"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",18,9,10,18,12,10,18,11,3,18,5,10,18,9,18
"2",9,1,16,8,18,3,7,1,1,12,9,1,8,11,12
"3",14,4,5,4,8,11,6,16,15,13,16,4,13,5,15
"4",5,3,15,14,3,17,17,5,11,10,13,15,9,4,13
"5",13,17,3,13,2,4,4,12,4,6,12,16,7,10,14
"6",10,15,1,7,17,18,11,7,18,14,6,18,11,12,11
"7",7,18,11,1,1,1,10,8,10,11,1,7,15,1,9
"8",16,16,14,17,16,13,5,9,13,8,10,6,4,2,5
"9",1,8,8,10,9,9,2,2,16,1,2,9,1,8,17
"10",15,6,13,3,7,16,3,6,6,4,8,13,16,15,7
"11",17,10,9,6,5,5,13,3,12,16,18,11,2,13,3
"12",8,13,2,11,10,12,14,4,2,2,15,5,14,6,2
"13",12,12,17,12,6,6,16,18,17,3,7,3,10,16,10
"14",11,2,6,5,14,7,15,15,7,5,4,14,5,3,6
"15",3,14,12,2,13,14,12,14,5,9,14,8,3,17,16
"16",4,5,7,16,15,2,9,10,14,7,17,12,17,18,8
"17",6,7,4,15,4,15,8,13,8,15,3,2,6,14,4
"18",2,11,18,9,11,8,1,17,9,17,11,17,12,7,1
