"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",14,28,16,9,29,22,28,10,20
"2",28,11,19,4,23,26,17,20,4
"3",27,29,6,26,16,16,15,14,1
"4",25,8,2,7,19,9,24,7,15
"5",19,3,14,22,1,11,29,13,11
"6",5,16,24,6,27,10,2,12,10
"7",8,13,22,14,5,18,26,5,2
"8",16,21,9,2,7,1,22,16,7
"9",1,10,15,12,17,3,16,2,29
"10",6,27,18,25,4,8,11,19,21
"11",9,18,13,1,21,19,12,29,16
"12",7,12,8,27,26,13,25,17,25
"13",26,19,25,15,13,7,27,27,24
"14",15,9,17,28,9,17,3,28,6
"15",23,1,10,16,25,20,10,3,8
"16",12,23,28,21,22,5,18,8,5
"17",21,26,20,3,11,14,9,4,26
"18",13,4,26,19,20,25,5,15,27
"19",11,7,7,5,3,28,14,11,23
"20",10,5,5,10,14,6,8,23,3
"21",18,17,23,29,15,29,21,1,17
"22",3,2,29,8,10,15,20,22,18
"23",4,20,3,23,12,24,6,6,13
"24",24,22,27,11,2,23,7,18,12
"25",17,24,1,13,24,12,4,21,22
"26",20,6,21,24,28,2,13,25,14
"27",29,14,12,18,8,4,1,9,19
"28",22,15,4,20,6,21,19,24,28
"29",2,25,11,17,18,27,23,26,9
