"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,26,17,12,12,14,24,6,1,14
"2",12,1,4,1,21,17,17,7,18,13
"3",14,7,19,24,24,3,11,3,7,16
"4",24,15,23,2,10,5,18,18,5,18
"5",11,19,5,21,5,4,1,13,6,12
"6",19,23,21,18,1,13,6,8,22,19
"7",2,16,3,25,9,20,9,20,17,17
"8",16,5,15,4,7,23,8,12,3,24
"9",13,21,12,5,6,25,22,24,23,11
"10",23,11,18,10,22,21,2,21,21,15
"11",18,17,25,9,26,11,26,11,16,7
"12",5,13,7,17,23,22,20,17,4,4
"13",20,2,11,19,16,12,5,25,2,10
"14",22,10,14,26,3,19,23,10,10,8
"15",8,9,24,15,11,24,3,4,15,2
"16",26,6,6,13,8,10,12,15,26,3
"17",21,22,2,7,14,16,10,2,8,5
"18",9,12,8,11,4,7,19,1,20,25
"19",25,18,10,20,20,26,15,5,13,23
"20",7,24,9,6,25,9,4,16,12,21
"21",17,8,1,16,13,2,25,23,14,20
"22",15,25,16,23,19,6,16,19,19,1
"23",3,14,13,3,17,1,7,9,24,9
"24",4,4,20,8,2,8,14,22,11,6
"25",10,20,26,14,18,18,13,26,9,26
"26",6,3,22,22,15,15,21,14,25,22
