"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",13,1,4,11,2,5,9,15,6
"2",6,16,9,16,8,8,3,17,4
"3",7,13,17,7,12,4,16,14,7
"4",12,3,16,15,13,13,5,7,11
"5",17,9,12,13,17,11,12,11,1
"6",3,6,2,14,5,9,17,10,12
"7",16,17,13,9,6,6,7,2,13
"8",10,10,7,17,10,1,13,5,17
"9",14,12,1,4,14,3,4,9,9
"10",4,11,14,12,1,17,10,4,8
"11",1,4,11,6,7,2,6,8,2
"12",5,2,8,1,16,7,11,3,10
"13",8,7,3,8,11,15,1,1,5
"14",2,14,5,10,15,14,8,13,15
"15",9,8,15,2,3,10,2,12,16
"16",15,5,10,5,9,16,14,16,14
"17",11,15,6,3,4,12,15,6,3
